,disposition_of_energy,energy_losses,internal_use_energy,megawatt_hours_sold_sales_to_ultimate_consumers,utility_id_ferc1,report_year,load_dispatching,power_production_expenses_hydraulic_power,power_production_expenses_nuclear_power,power_production_expenses_other_power,power_production_expenses_steam_power,administrative_and_general_expenses,administrative_and_general_operation_expense,administrative_and_general_salaries,distribution_expenses,distribution_maintenance_expense_electric,maintenance_of_line_transformers,maintenance_of_meters,maintenance_of_miscellaneous_distribution_plant,maintenance_of_overhead_lines,maintenance_of_station_equipment,maintenance_of_structures_distribution_expense,maintenance_of_underground_lines,maintenance_supervision_and_engineering,distribution_operation_expenses_electric,transmission_expenses,regional_market_expenses,sales_expenses,administrative_and_general_expenses,customer_account_expenses,customer_service_and_information_expenses,transmission_maintenance_expense_electric,transmission_operation_expense,underground_line_expenses,overhead_line_expenses,overhead_line_expense,purchased_power,power_production_expenses,transmission_line_length_miles,transmission_line_and_structures_length_miles,num_transmission_circuits,capex_land,capex_other,capex_total,opex_operations,opex_maintenance,opex_rents,opex_total,avg_customers_per_month,sales_mwh,sales_for_resale,residential_sales,sales_to_ultimate_consumers,sales_to_railroads_and_railways,public_street_and_highway_lighting,other_sales_to_public_authorities,miscellaneous_service_revenues,small_or_commercial,electric_operating_revenues,other_electric_revenue,other_operating_revenues,large_or_industrial,forfeited_discounts,sales_of_electricity,revenues_from_transmission_of_electricity_of_others
0,1314810.0,51561.0,5274.0,1257975.0,2,1994,440467.0,107198.0,,,,9930284.0,9666993.0,2808540.0,6314546.0,2287014.0,95835.0,,90148.0,1590392.0,244730.0,90338.0,77033.0,43791.0,4027532.0,416205.0,,,9930284.0,3772662.0,646283.0,285025.0,131180.0,65534.0,201284.0,17018.0,94969808.0,95081230.0,94.28,0.0,42.0,2381682.0,13596116.0,15977798.0,263672.0,0.0,0.0,263672.0,419185.0,5741453.0,,46522699.0,133451536.0,,1987655.0,,49760.0,40092572.0,140610560.0,171331.0,7159024.0,44848610.0,136694.0,133451536.0,
1,1325209.0,3620.0,5501.0,1316088.0,2,1995,433738.0,65695.0,,,,8626037.0,8426534.0,2558188.0,6767552.0,2810032.0,83860.0,28104.0,71328.0,2050394.0,311716.0,92335.0,103124.0,23992.0,3957520.0,473426.0,,30594.0,8626037.0,3481913.0,667171.0,273578.0,199848.0,149919.0,250726.0,14156.0,95724760.0,95792902.0,94.28,0.0,42.0,2381682.0,13598142.0,15979824.0,356224.0,0.0,0.0,356224.0,947412.0,10303236.0,,47230282.0,132518901.0,,1983440.0,,283669.0,38982711.0,140860592.0,1851040.0,8341691.0,44322468.0,142797.0,132518901.0,
2,1303131.0,41748.0,4405.0,1256978.0,2,1996,393147.0,57437.0,,,,8802538.0,8637842.0,2269707.0,6532478.0,2659640.0,64171.0,13691.0,65556.0,2061111.0,186219.0,99562.0,121706.0,11212.0,3872838.0,576272.0,,61252.0,8802538.0,3571045.0,2267319.0,326184.0,250088.0,203085.0,243561.0,8066.0,91016096.0,91077417.0,94.28,0.0,42.0,2518824.0,15567100.0,18085924.0,18498.0,542438.0,0.0,560936.0,947412.0,7740737.0,,48348423.0,131499062.0,,1980616.0,,128574.0,38280285.0,136910772.0,-686302.0,5411710.0,42889738.0,159301.0,131499062.0,
3,1322127.0,29372.0,3639.0,1289116.0,2,1997,423658.0,45974.0,,,,9241069.0,9073275.0,2460597.0,6532145.0,2614598.0,59913.0,10228.0,55845.0,2046632.0,144511.0,101087.0,121234.0,12023.0,3917547.0,616112.0,,99847.0,9241069.0,3227954.0,3199920.0,355607.0,260505.0,174717.0,225951.0,13810.0,90326636.0,90386113.0,94.28,0.0,42.0,5004770.0,13768888.0,18773658.0,27620.0,252552.0,0.0,280172.0,947412.0,7740737.0,,52348216.0,137761668.0,,2043263.0,,65214.0,40647091.0,140258371.0,-3326096.0,2803703.0,42723098.0,163099.0,137761668.0,
4,1346884.0,52603.0,3410.0,1290871.0,2,1998,501284.0,31285.0,,,,9518025.0,9294857.0,2912962.0,6462847.0,2351272.0,61463.0,9250.0,46915.0,1858047.0,183532.0,43627.0,47805.0,11386.0,4111575.0,372504.0,,84331.0,9518025.0,3736009.0,3524275.0,133217.0,239287.0,214737.0,278410.0,30491.0,80552352.0,80653652.0,94.28,0.0,42.0,5004770.0,13768888.0,18773658.0,60982.0,93952.0,0.0,154934.0,436132.0,5163484.0,,47444099.0,123119460.0,,1844722.0,,155746.0,35891577.0,130202261.0,1694193.0,7412801.0,37939062.0,152763.0,123119460.0,
5,1380547.0,36893.0,2837.0,1340817.0,2,1999,451531.0,23310.0,,,,10348480.0,10068687.0,3848233.0,6527221.0,2657251.0,50761.0,61675.0,67649.0,2007115.0,249690.0,39952.0,73858.0,8121.0,3869970.0,508690.0,,86477.0,10348480.0,3716273.0,2969049.0,222531.0,286159.0,230962.0,376128.0,51713.0,75404925.0,75472668.0,94.28,0.0,42.0,5004770.0,13771174.0,18775944.0,103426.0,277230.0,0.0,380656.0,219866.0,5363268.0,,48442730.0,120728217.0,,1744258.0,,55080.0,34806213.0,127081842.0,840525.0,6323497.0,35735016.0,139364.0,120728217.0,
6,454851.0,9518.0,892.0,444441.0,2,2000,179936.0,1089.0,,,,4348067.0,4243608.0,1972233.0,2288194.0,1006289.0,9616.0,25159.0,19350.0,865448.0,33664.0,535.0,16271.0,4581.0,1281905.0,88024.0,,32487.0,4348067.0,2019536.0,760940.0,10125.0,77899.0,96758.0,83470.0,4720.0,26212619.0,26231134.0,94.28,0.0,42.0,5004770.0,13771174.0,18775944.0,9440.0,1436.0,0.0,10876.0,349520.0,1777764.0,,16398825.0,40079581.0,,470803.0,,45955.0,11500380.0,43683368.0,1303555.0,3603787.0,11709573.0,53447.0,40079581.0,
7,16884331.0,1005627.0,102567.0,12683109.0,3,1994,2846485.0,,119734759.0,3962552.0,177862984.0,153728375.0,152778455.0,35741833.0,77016493.0,29650697.0,247893.0,784737.0,3879916.0,6857083.0,3565356.0,318027.0,8678468.0,3580083.0,47365796.0,27491813.0,,3059566.0,153728375.0,39042685.0,38314909.0,4692279.0,22799534.0,9374293.0,4885139.0,33141.0,341764173.0,654230025.0,891.66,141.12,158.0,19135152.0,395718862.0,414854014.0,8355570.0,9384558.0,32141904.0,49882032.0,2667408.0,63104548.0,173683980.0,426141353.0,1354043253.0,,23486961.0,,120588.0,761604945.0,1538932413.0,14234501.0,28387403.0,142809994.0,3779689.0,1527727233.0,
8,17497123.0,1011340.0,107516.0,12838311.0,3,1995,2541433.0,,140476101.0,4306707.0,203722977.0,175480594.0,174652946.0,33111297.0,78546963.0,28418230.0,67355.0,1024577.0,4070655.0,6907749.0,3252875.0,202568.0,8424093.0,3058999.0,50128733.0,23312288.0,,8340774.0,175480594.0,37857309.0,47353605.0,1769397.0,21542891.0,5199091.0,4235109.0,39023.0,343359391.0,701744135.0,894.92,141.12,158.0,19135152.0,404809074.0,423944226.0,7268752.0,3538794.0,31609256.0,42416802.0,2643472.0,51353244.0,176325363.0,444802918.0,1422245270.0,,24167108.0,,422318.0,805498791.0,1620634111.0,15082442.0,28813478.0,147776453.0,4029558.0,1598570633.0,
9,18054671.0,1038139.0,98477.0,13049578.0,3,1996,3625612.0,,125290666.0,2555208.0,204367784.0,126868264.0,126868264.0,25684127.0,74191044.0,20660237.0,78525.0,,6893410.0,4780850.0,1501756.0,340381.0,4430988.0,1593147.0,53530807.0,19946329.0,,11367242.0,126868264.0,38582650.0,37384514.0,2197954.0,17748375.0,12428531.0,13298695.0,286935.0,378206591.0,727803694.0,894.54,141.12,158.0,19135152.0,409786426.0,428921578.0,3891926.0,4395908.0,29140170.0,37428004.0,2646152.0,39140534.0,192001382.0,451093038.0,1449606250.0,,24431014.0,,244465.0,825641092.0,1658522733.0,19783977.0,32880571.0,148441106.0,3970061.0,1641607632.0,
10,18588267.0,1057001.0,89583.0,13156541.0,3,1997,3608996.0,,134110997.0,2878540.0,302589318.0,125657571.0,125657571.0,28584583.0,78232991.0,26557592.0,12766.0,,7002152.0,11337212.0,1238605.0,256876.0,4317965.0,1329536.0,51675399.0,27006099.0,,8496131.0,125657571.0,37294259.0,35261379.0,2770781.0,24235318.0,11606714.0,8011523.0,266655.0,362228223.0,810871677.0,874.14,141.12,158.0,19135152.0,416253904.0,435389056.0,4860950.0,5541562.0,28884094.0,39286606.0,2677940.0,39393623.0,206063467.0,471435437.0,1522798938.0,,24810646.0,,54790.0,878306660.0,1768711508.0,27826274.0,39282677.0,148246195.0,3503537.0,1728862405.0,
11,18991209.0,1079544.0,62600.0,13416546.0,3,1998,4189841.0,,133671605.0,940728.0,106976510.0,106924291.0,106924291.0,27431581.0,79370513.0,24373029.0,,,7877163.0,6587008.0,2083708.0,255982.0,5330384.0,1942353.0,54997484.0,30860109.0,,9690411.0,106924291.0,38768839.0,56892761.0,4074597.0,26785512.0,8280855.0,7414979.0,134973.0,419240282.0,669330385.0,874.14,141.12,158.0,19135152.0,424906522.0,444041674.0,5832400.0,8149194.0,26653942.0,40635536.0,2668144.0,53666184.0,183438152.0,431596178.0,1408160229.0,,22741833.0,,90675.0,817912218.0,1616901447.0,23259744.0,34617902.0,135910000.0,3708497.0,1591598381.0,
12,16869404.0,1106182.0,53300.0,14049582.0,3,1999,5346847.0,,46429668.0,,1014.0,106039480.0,104118509.0,28652596.0,71214727.0,25507681.0,,,8760428.0,6778012.0,3012790.0,182526.0,4542294.0,1979258.0,45707046.0,47375093.0,,6746753.0,106039480.0,45224060.0,61162408.0,4904116.0,42470977.0,6173988.0,5790843.0,35494.0,588389735.0,640966166.0,879.26,141.12,162.0,19328952.0,431626522.0,450955474.0,9265968.0,9808232.0,25691800.0,44766000.0,2723272.0,56198328.0,117546581.0,451259264.0,1413776468.0,,21589689.0,,90985.0,804714262.0,1541442021.0,-3937908.0,7476971.0,136213253.0,3305068.0,1531323049.0,
13,16716892.0,1046464.0,46700.0,14502919.0,3,2000,5089494.0,,724866.0,,,77657412.0,77666534.0,23726346.0,81209736.0,28310496.0,,,9605476.0,7876752.0,2805914.0,109387.0,4465337.0,3222869.0,52899240.0,73039849.0,,4958280.0,77657412.0,33667282.0,59411785.0,2819392.0,70220457.0,6251064.0,4649940.0,35786.0,767069286.0,773564685.0,892.8,141.12,168.0,19329100.0,446377504.0,465706604.0,13774384.0,5638784.0,24447442.0,43860610.0,2751732.0,58011676.0,71440324.0,459145982.0,1425384832.0,,20666147.0,,39050.0,807040139.0,1666459890.0,134340590.0,147562404.0,138532564.0,3790728.0,1496825156.0,
14,16885484.0,1187655.0,39900.0,14504122.0,3,2001,5766680.0,,303393.0,,,68125474.0,68128587.0,21272288.0,80066475.0,20518726.0,,17949.0,-900887.0,11952114.0,3047772.0,517690.0,3613814.0,2079637.0,59547749.0,74105877.0,,4983250.0,68125474.0,42729780.0,53075151.0,2574819.0,71531058.0,8015385.0,7139465.0,68197.0,1086320323.0,1090476333.0,892.8,141.12,170.0,19329100.0,446377504.0,465706604.0,13634908.0,5149636.0,25003270.0,43787814.0,2757420.0,58016488.0,73617531.0,570415374.0,1796718350.0,,24188181.0,,28610.0,1039756679.0,1977521984.0,83628564.0,99664339.0,162358116.0,5027233.0,1870335881.0,
15,24560752.0,1137440.0,39500.0,14578687.0,3,2002,4682117.0,,,,,94910399.0,94910399.0,27903344.0,83035151.0,23015052.0,,8658.0,1010915.0,10710418.0,3614050.0,515785.0,5085927.0,1928367.0,60020099.0,90150692.0,,3274098.0,94910399.0,41053580.0,52585557.0,3084424.0,87066268.0,6477787.0,6301374.0,396666.0,1065179300.0,1066234057.0,926.7,141.12,176.0,19329100.0,475047296.0,494376396.0,15898126.0,6168848.0,23003076.0,45070050.0,2748296.0,58314748.0,370786451.0,522349670.0,1510437704.0,,18505085.0,,57120.0,856717430.0,1980016280.0,85160281.0,99806186.0,112865519.0,3568656.0,1881224155.0,
16,21368504.0,1041708.0,41500.0,14961539.0,3,2003,4524023.0,,,,,100363880.0,100363880.0,26266868.0,73698039.0,18783755.0,,,547760.0,7783395.0,2945697.0,341009.0,5334243.0,1677741.0,54914284.0,87742193.0,,1570803.0,100363880.0,38060862.0,49483862.0,2230116.0,85512077.0,8969440.0,6329619.0,166539.0,966333901.0,970284724.0,926.7,141.12,176.0,19329100.0,478194856.0,497523956.0,18361892.0,4460232.0,22332316.0,45154440.0,2785880.0,59846156.0,195806201.0,549628489.0,1585373171.0,,17117242.0,,140715.0,909220464.0,1870117617.0,76183774.0,89428245.0,109406976.0,2573408.0,1781179372.0,
17,21124520.0,864597.0,44817.0,15200803.0,3,2004,4619442.0,,,,,93523260.0,93523260.0,23647362.0,73661534.0,23489371.0,,,1200624.0,9347491.0,1939104.0,497610.0,6082563.0,4196067.0,50172163.0,94602430.0,,1423953.0,93523260.0,41172340.0,49032807.0,3933463.0,90668967.0,8554965.0,7390193.0,48615.0,997225453.0,1013096441.0,926.7,141.12,176.0,19329100.0,482194398.0,501523498.0,20284010.0,7866926.0,20152432.0,48303368.0,2788792.0,60803212.0,223036651.0,563257553.0,1596915537.0,,16825718.0,,327591.0,914715520.0,1907286341.0,69320979.0,85725491.0,102116746.0,2192142.0,1819952188.0,
18,18640455.0,851849.0,31254.0,15598553.0,3,2005,5130896.0,,,,,107088375.0,107088375.0,24005131.0,81751959.0,26892761.0,,,1344560.0,12616804.0,2725189.0,253743.0,5760260.0,4136488.0,54859198.0,110238373.0,,1508553.0,107088375.0,40631677.0,42535661.0,2669795.0,107568578.0,9459870.0,8609646.0,300430.0,980754485.0,1105837089.0,926.7,141.12,176.0,19329100.0,482194398.0,501523498.0,20445574.0,5339590.0,19011684.0,44796848.0,2810204.0,62394172.0,162532219.0,661426530.0,1803001310.0,,14832174.0,,207562.0,1022329916.0,2062978941.0,82206909.0,97660904.0,104412690.0,2417358.0,1965533529.0,
19,18067384.0,886788.0,32018.0,15331941.0,3,2006,4395931.0,,,,,93306028.0,93306028.0,28384672.0,86707718.0,30231329.0,,,1118399.0,15745383.0,2088261.0,361972.0,7281586.0,3514647.0,56476389.0,191950916.0,10195.0,1854584.0,93306028.0,34908883.0,41765069.0,4634230.0,187316686.0,8236509.0,6680544.0,256124.0,1115994343.0,1262439759.0,927.68,141.12,176.0,19329100.0,476147696.0,495476796.0,1703252.0,6559616.0,18597740.0,26860608.0,2854296.0,61327764.0,107520840.0,849116880.0,2088945420.0,,14796435.0,,,1123573205.0,2328675500.0,47590893.0,136712077.0,101458900.0,3509957.0,2196466260.0,75128565.0
20,1667418.0,39222.0,1273.0,1323299.0,4,1994,81555.0,,,133417.0,7635823.0,11538581.0,11335961.0,2138989.0,2737037.0,901041.0,916.0,39570.0,31387.0,252750.0,159072.0,70606.0,166639.0,141039.0,1835996.0,7495219.0,,369816.0,11538581.0,2825043.0,1261924.0,141670.0,7353549.0,194556.0,520513.0,,72638213.0,80892524.0,14.6,0.0,4.0,0.0,23299292.0,23299292.0,34014.0,50866.0,0.0,84880.0,133506.0,5293196.0,9129255.0,19661052.0,117311170.0,,1622664.0,6525962.0,423.0,82882043.0,128259593.0,1727043.0,2068904.0,6619449.0,266016.0,126440425.0,
21,1514017.0,36554.0,1280.0,1332619.0,4,1995,88051.0,,,246269.0,8378704.0,11611550.0,11363663.0,2016755.0,2850491.0,981601.0,7416.0,60074.0,41052.0,339595.0,118456.0,38982.0,197001.0,146405.0,1868890.0,7139927.0,,210748.0,11611550.0,2167048.0,718567.0,125278.0,7014649.0,159612.0,597858.0,,69414320.0,78465323.0,14.6,0.0,4.0,0.0,23299292.0,23299292.0,24280.0,19214.0,0.0,43494.0,177992.0,5330476.0,7014940.0,19134209.0,115386178.0,,1581467.0,,-4096.0,88732019.0,122303998.0,464754.0,719279.0,5938483.0,181830.0,122401118.0,
22,1519881.0,41508.0,1285.0,1264422.0,4,1996,89475.0,,,61739.0,8167150.0,12264268.0,12075317.0,1938122.0,2981073.0,1010698.0,3745.0,29024.0,49890.0,331050.0,124405.0,62414.0,209101.0,166805.0,1970375.0,6487831.0,,216068.0,12264268.0,2094867.0,755018.0,116863.0,6370968.0,240550.0,465457.0,,67655970.0,77298234.0,14.6,0.0,4.0,0.0,23299292.0,23299292.0,148454.0,44126.0,0.0,192580.0,177504.0,3784126.0,8454216.0,19222944.0,110791268.0,,1599076.0,,6653.0,84675440.0,119104512.0,534807.0,843028.0,5293808.0,214989.0,119245484.0,
23,1579137.0,34466.0,1319.0,1287441.0,4,1997,95517.0,,,135718.0,9224330.0,12323253.0,11961289.0,2059728.0,4085006.0,989637.0,3535.0,48190.0,36793.0,305109.0,113247.0,30995.0,220356.0,183288.0,3095369.0,5611845.0,,269623.0,12323253.0,2197325.0,1490293.0,136219.0,5475626.0,215069.0,582880.0,,71220695.0,87691936.0,14.6,0.0,4.0,0.0,23444396.0,23444396.0,475358.0,14234.0,0.0,489592.0,134715.0,3865185.0,9916350.0,20669340.0,120161449.0,,1695869.0,,-33766.0,92453652.0,131326798.0,966723.0,1248999.0,5342588.0,238303.0,130077799.0,
24,1597126.0,37609.0,1335.0,1340144.0,4,1998,320342.0,,,89999.0,5386835.0,10976177.0,10512205.0,1488009.0,4620717.0,1558068.0,302.0,41223.0,47874.0,360451.0,423604.0,35508.0,332370.0,280664.0,3062649.0,6656303.0,,272042.0,10976177.0,2870039.0,3581361.0,97117.0,6559186.0,332153.0,573459.0,,49815930.0,64865989.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,418506.0,32800.0,0.0,451306.0,183528.0,5360576.0,7819232.0,18857163.0,108921686.0,,1554627.0,,16743.0,83775394.0,118706822.0,1594061.0,1965904.0,4734502.0,246490.0,116740918.0,
25,1527254.0,23913.0,1529.0,1377503.0,4,1999,328758.0,,,438.0,2188951.0,13535672.0,13070130.0,1368667.0,5194649.0,2299776.0,3076.0,69640.0,69562.0,680678.0,542233.0,33659.0,516778.0,352877.0,2894873.0,8196491.0,,245856.0,13535672.0,2603977.0,4352568.0,346467.0,7850024.0,307081.0,611539.0,,57315172.0,67751189.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,344760.0,26396.0,0.0,371156.0,183448.0,5537716.0,6071700.0,18409824.0,105009533.0,,1469438.0,,15697.0,80927091.0,111746315.0,335688.0,665082.0,4203180.0,212360.0,111081233.0,
26,1657605.0,40844.0,722.0,1495358.0,4,2000,522041.0,,,,213732.0,4891235.0,4892028.0,1397850.0,6073273.0,1633529.0,11.0,,618540.0,389340.0,313799.0,6529.0,286605.0,,4439744.0,11421556.0,,310510.0,4891235.0,1682588.0,4506167.0,93005.0,11328551.0,259351.0,610309.0,242.0,58250875.0,64921608.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,34908.0,73428.0,0.0,108336.0,188032.0,5981432.0,6853472.0,17462565.0,96482064.0,,1364975.0,,56163.0,74068415.0,115260725.0,8883940.0,9265305.0,3586109.0,218641.0,103335536.0,
27,1728658.0,54236.0,507.0,1559320.0,4,2001,-56211.0,,,,221351.0,5056195.0,5056307.0,1543138.0,5308578.0,1012379.0,,17264.0,269680.0,339073.0,258239.0,43430.0,74136.0,6860.0,4296199.0,11282735.0,,275715.0,5056195.0,2269673.0,4266727.0,54324.0,11228411.0,315980.0,589960.0,2276.0,112542931.0,118938178.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,196864.0,65580.0,0.0,262444.0,190072.0,6237280.0,6877940.0,25262047.0,161087284.0,,1642598.0,,83469.0,128494659.0,165855033.0,-4048966.0,-3310194.0,5687980.0,518238.0,167965224.0,
28,2336846.0,72649.0,243.0,1584906.0,4,2002,197860.0,,,,,4614898.0,4614898.0,1488287.0,3315172.0,834736.0,,89.0,77965.0,292789.0,187139.0,29385.0,104892.0,142477.0,2480436.0,13101702.0,,163206.0,4614898.0,2035267.0,4495398.0,42741.0,13058961.0,224503.0,98965.0,,111427641.0,117075156.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,23942.0,56328.0,0.0,80270.0,188164.0,6339624.0,29878551.0,22926346.0,132118258.0,,1646577.0,,,103833185.0,167809005.0,11942719.0,12401667.0,3712150.0,262857.0,161996809.0,
29,2005576.0,48153.0,,1639564.0,4,2003,129481.0,,,,,5743974.0,5743974.0,1526116.0,4151433.0,712469.0,,,74913.0,115194.0,249408.0,7728.0,262572.0,2654.0,3438964.0,15258181.0,,78215.0,5743974.0,2110034.0,3721303.0,10994.0,15247187.0,231245.0,200628.0,,100357776.0,106189906.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,0.0,0.0,0.0,0.0,188204.0,6558256.0,12295508.0,24096280.0,141544754.0,,1637652.0,,,113646023.0,170011922.0,6593306.0,7564614.0,2164799.0,306299.0,153840262.0,
30,1851494.0,72080.0,,1633125.0,4,2004,147267.0,,,,,6497394.0,6497394.0,1537340.0,3817192.0,1046120.0,,,54987.0,164545.0,133794.0,49455.0,436369.0,205826.0,2771072.0,21598035.0,,80415.0,6497394.0,1892359.0,4359949.0,46512.0,21551523.0,289121.0,229709.0,2721.0,88516915.0,95065491.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,0.0,0.0,0.0,0.0,190452.0,6532500.0,6508447.0,24372622.0,144532078.0,,1687469.0,,,116376618.0,157881406.0,7264123.0,8071237.0,2095369.0,194510.0,151040525.0,
31,1875795.0,60240.0,,1715388.0,4,2005,185690.0,,,,,7244449.0,7244449.0,1648779.0,4699891.0,1256321.0,,,74719.0,368561.0,289657.0,86355.0,226792.0,208755.0,3443570.0,27621655.0,,97342.0,7244449.0,2533700.0,4516120.0,5085.0,27616570.0,323001.0,265891.0,2653.0,66339445.0,91025594.0,19.6,0.0,6.0,0.0,43381442.0,43381442.0,0.0,0.0,0.0,0.0,189308.0,6861552.0,7443123.0,27964945.0,147721677.0,,904914.0,,32388.0,116990288.0,159968509.0,5510693.0,6360073.0,1861530.0,202786.0,155164800.0,
32,1870892.0,50782.0,,1704180.0,4,2006,270971.0,,,,,7507822.0,7507822.0,1812931.0,4526294.0,1060146.0,,,54721.0,256006.0,182536.0,38914.0,361817.0,165711.0,3466148.0,35020876.0,17275.0,118000.0,7507822.0,1793751.0,4490142.0,81766.0,34939110.0,322329.0,300865.0,7751.0,99636328.0,114525769.0,19.6,0.0,6.0,0.0,43381442.0,43381442.0,19120.0,2320.0,400.0,21840.0,192576.0,6816720.0,7264444.0,38721212.0,183395506.0,,916956.0,,,140885803.0,200215363.0,2453368.0,7461760.0,2871535.0,269827.0,190659950.0,4517068.0
33,4337685.0,,,,5,1994,,,6032288.0,254415.0,99898776.0,8297377.0,8297179.0,2770529.0,,,,,,,,,,,,5418534.0,,,8297377.0,,19850.0,239.0,5418295.0,,,,25675691.0,132012479.0,,,,,,,,,,,,,190283073.0,,,,,,,,198386265.0,7448895.0,8103192.0,,,190283073.0,
34,2378379.0,,,,5,1995,,,5878153.0,92152.0,67137624.0,7376304.0,7376304.0,2833376.0,,,,,,,,,,,,4841638.0,,,7376304.0,,26031.0,3201.0,4838437.0,,,,13810084.0,87071711.0,,,,,,,,,,,0.0,0.0,139300739.0,,,,,,,,146953783.0,6925429.0,7653044.0,,,139300739.0,
35,3175902.0,,,,5,1996,,,4635493.0,,98592769.0,10497654.0,10497370.0,2794637.0,,,,,,,,,,,,4140416.0,,,10497654.0,,41209.0,856.0,4139560.0,,,,7883152.0,111254568.0,,,,,,,,,,,,,178564439.0,,,,,,,,185550191.0,6162595.0,6985752.0,,,178564439.0,
36,4761615.0,,,,5,1997,,,6273726.0,,132714243.0,8808277.0,8806010.0,2831337.0,,,,,,,,,,,,4055485.0,,,8808277.0,,43614.0,969.0,4054516.0,,,,5054592.0,144222994.0,,,,,,,,,,,0.0,0.0,208808213.0,,,,,,,,214122503.0,4631904.0,5314290.0,,,208808213.0,
37,4917663.0,,,,5,1998,,,5318322.0,,110356089.0,8127489.0,8126957.0,2538394.0,,,,,,,,,,,,3880276.0,,,8127489.0,,7650.0,526.0,3879750.0,,,,-3068.0,115819811.0,,,,,,,,,,,0.0,0.0,176885016.0,,,,,,,,181997857.0,4130008.0,5112841.0,,,176885016.0,
38,306012.0,,,,5,1999,,,5944189.0,,553819.0,2285556.0,2266598.0,805880.0,,,,,,,,,,,,3666380.0,,,2285556.0,,,4748.0,3661632.0,,,,,6503110.0,,,,,,,,,,,,,43571641.0,,,,,,,,47342396.0,3770755.0,3770755.0,,,43571641.0,
39,279088.0,,,,5,2000,,,5656169.0,,,2067951.0,2043401.0,378794.0,3507.0,,,,,,,,,,3507.0,3494979.0,,,2067951.0,,,8330.0,3486649.0,,,,,5656169.0,,,,,,,,,,,,,30028965.0,,,,,,,,33907481.0,3878516.0,3878516.0,,,30028965.0,
40,306244.0,,,,5,2001,,,5723461.0,,,1196964.0,1166028.0,226325.0,,,,,,,,,,,,3350191.0,,,1196964.0,,,11239.0,3338952.0,,,,,5723461.0,,,,,,,,,,,,,13935927.0,,,,,,,,18857253.0,3530411.0,3530411.0,,,13935927.0,
41,267715.0,,,,5,2002,,,5579674.0,,,962817.0,957200.0,116606.0,,,,,,,,,,,,3188350.0,,,962817.0,,,21528.0,3166822.0,,,,,5579674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986082.0,,,,,,,,4362013.0,3181796.0,3181796.0,,,986082.0,
42,6029271.0,167638.0,15985.0,5461963.0,6,1994,332066.0,,,135400.0,123660262.0,26426333.0,26119535.0,6336978.0,13974463.0,6829676.0,116539.0,146512.0,,4792280.0,672391.0,26297.0,641721.0,332393.0,7144787.0,1169187.0,,801043.0,26426333.0,5313045.0,1741168.0,545983.0,623204.0,705316.0,673715.0,11178.0,9433001.0,133154259.0,568.71,121.27,86.0,6150745.0,82161320.0,88308398.0,22356.0,299232.0,16968.0,338556.0,763124.0,27308048.0,8181512.0,120314224.0,304264450.0,,1057876.0,1064646.0,-47484.0,94866721.0,313241240.0,-348188.0,795278.0,86804360.0,234430.0,312445962.0,
43,6133000.0,184920.0,21492.0,5666057.0,6,1995,371210.0,,,120704.0,123303267.0,35960640.0,35564370.0,6701237.0,14574136.0,7205420.0,125998.0,175406.0,,4933304.0,698834.0,36426.0,745955.0,351090.0,7368716.0,1391678.0,,551524.0,35960640.0,5390937.0,1796091.0,699137.0,692541.0,745901.0,713403.0,17112.0,12352724.0,136387900.0,569.23,121.65,86.0,5070621.0,83456976.0,88523930.0,34224.0,497006.0,17904.0,549134.0,575310.0,22661513.0,5131790.0,129721642.0,318525841.0,,1132694.0,,-30318.0,99992245.0,326386387.0,1412750.0,2728756.0,87491021.0,360141.0,323657631.0,
44,6395880.0,192791.0,16423.0,5427626.0,6,1996,241028.0,,,84116.0,117385944.0,35613390.0,35372434.0,6181855.0,12981008.0,6095231.0,117722.0,145900.0,,3983202.0,621692.0,47866.0,771131.0,289138.0,6885777.0,985824.0,,377939.0,35613390.0,5945991.0,1368662.0,400547.0,585277.0,579376.0,576938.0,6504.0,10906845.0,128733718.0,562.84,118.68,90.0,5066954.0,85412308.0,90479262.0,13008.0,45502.0,17048.0,75558.0,580725.0,16267278.0,15207110.0,121668369.0,303142701.0,,1283025.0,,22548.0,100943778.0,322967541.0,2770769.0,4617730.0,79065442.0,791561.0,318349811.0,
45,6549647.0,189934.0,15222.0,5461727.0,6,1997,379077.0,,,91060.0,121339874.0,27606965.0,26068622.0,6201902.0,12639164.0,6286377.0,125178.0,497672.0,138648.0,3171112.0,888491.0,,1165197.0,52867.0,6352787.0,2046301.0,,848041.0,27606965.0,5717276.0,384811.0,779972.0,1266329.0,664154.0,294529.0,88740.0,22850920.0,144741426.0,574.66,118.68,90.0,5066954.0,85424202.0,90491156.0,86450.0,589130.0,14034.0,689614.0,582948.0,16454186.0,19966465.0,125070533.0,312681084.0,,1343025.0,,32847.0,103747450.0,338298400.0,3853044.0,5650851.0,82317653.0,723025.0,332647549.0,
