,disposition_of_energy,energy_losses,internal_use_energy,megawatt_hours_sold_sales_to_ultimate_consumers,utility_id_ferc1,report_year,load_dispatching,administrative_and_general_expenses,administrative_and_general_operation_expense,administrative_and_general_salaries,distribution_expenses,distribution_maintenance_expense_electric,maintenance_of_line_transformers,maintenance_of_meters,maintenance_of_miscellaneous_distribution_plant,maintenance_of_overhead_lines,maintenance_of_station_equipment,maintenance_of_structures_distribution_expense,maintenance_of_underground_lines,maintenance_supervision_and_engineering,distribution_operation_expenses_electric,transmission_expenses,transmission_maintenance_expense_electric,transmission_operation_expense,underground_line_expenses,overhead_line_expenses,overhead_line_expense,transmission_line_length_miles,transmission_line_and_structures_length_miles,num_transmission_circuits,capex_land,capex_other,capex_total,opex_operations,opex_maintenance,opex_rents,opex_total,avg_customers_per_month,sales_mwh
0,1314810.0,51561.0,5274.0,1257975.0,2,1994,440467.0,9930284.0,9666993.0,2808540.0,6314546.0,2287014.0,95835.0,,90148.0,1590392.0,244730.0,90338.0,77033.0,43791.0,4027532.0,416205.0,285025.0,131180.0,65534.0,201284.0,17018.0,94.28,0.0,42.0,2381682.0,13596116.0,15977798.0,263672.0,0.0,0.0,263672.0,419185.0,5741453.0
1,1325209.0,3620.0,5501.0,1316088.0,2,1995,433738.0,8626037.0,8426534.0,2558188.0,6767552.0,2810032.0,83860.0,28104.0,71328.0,2050394.0,311716.0,92335.0,103124.0,23992.0,3957520.0,473426.0,273578.0,199848.0,149919.0,250726.0,14156.0,94.28,0.0,42.0,2381682.0,13598142.0,15979824.0,356224.0,0.0,0.0,356224.0,947412.0,10303236.0
2,1303131.0,41748.0,4405.0,1256978.0,2,1996,393147.0,8802538.0,8637842.0,2269707.0,6532478.0,2659640.0,64171.0,13691.0,65556.0,2061111.0,186219.0,99562.0,121706.0,11212.0,3872838.0,576272.0,326184.0,250088.0,203085.0,243561.0,8066.0,94.28,0.0,42.0,2518824.0,15567100.0,18085924.0,18498.0,542438.0,0.0,560936.0,947412.0,7740737.0
3,1322127.0,29372.0,3639.0,1289116.0,2,1997,423658.0,9241069.0,9073275.0,2460597.0,6532145.0,2614598.0,59913.0,10228.0,55845.0,2046632.0,144511.0,101087.0,121234.0,12023.0,3917547.0,616112.0,355607.0,260505.0,174717.0,225951.0,13810.0,94.28,0.0,42.0,5004770.0,13768888.0,18773658.0,27620.0,252552.0,0.0,280172.0,947412.0,7740737.0
4,1346884.0,52603.0,3410.0,1290871.0,2,1998,501284.0,9518025.0,9294857.0,2912962.0,6462847.0,2351272.0,61463.0,9250.0,46915.0,1858047.0,183532.0,43627.0,47805.0,11386.0,4111575.0,372504.0,133217.0,239287.0,214737.0,278410.0,30491.0,94.28,0.0,42.0,5004770.0,13768888.0,18773658.0,60982.0,93952.0,0.0,154934.0,436132.0,5163484.0
5,1380547.0,36893.0,2837.0,1340817.0,2,1999,451531.0,10348480.0,10068687.0,3848233.0,6527221.0,2657251.0,50761.0,61675.0,67649.0,2007115.0,249690.0,39952.0,73858.0,8121.0,3869970.0,508690.0,222531.0,286159.0,230962.0,376128.0,51713.0,94.28,0.0,42.0,5004770.0,13771174.0,18775944.0,103426.0,277230.0,0.0,380656.0,219866.0,5363268.0
6,454851.0,9518.0,892.0,444441.0,2,2000,179936.0,4348067.0,4243608.0,1972233.0,2288194.0,1006289.0,9616.0,25159.0,19350.0,865448.0,33664.0,535.0,16271.0,4581.0,1281905.0,88024.0,10125.0,77899.0,96758.0,83470.0,4720.0,94.28,0.0,42.0,5004770.0,13771174.0,18775944.0,9440.0,1436.0,0.0,10876.0,349520.0,1777764.0
7,16884331.0,1005627.0,102567.0,12683109.0,3,1994,2846485.0,153728375.0,152778455.0,35741833.0,77016493.0,29650697.0,247893.0,784737.0,3879916.0,6857083.0,3565356.0,318027.0,8678468.0,3580083.0,47365796.0,27491813.0,4692279.0,22799534.0,9374293.0,4885139.0,33141.0,891.66,141.12,158.0,19135152.0,395718862.0,414854014.0,8355570.0,9384558.0,32141904.0,49882032.0,2667408.0,63104548.0
8,17497123.0,1011340.0,107516.0,12838311.0,3,1995,2541433.0,175480594.0,174652946.0,33111297.0,78546963.0,28418230.0,67355.0,1024577.0,4070655.0,6907749.0,3252875.0,202568.0,8424093.0,3058999.0,50128733.0,23312288.0,1769397.0,21542891.0,5199091.0,4235109.0,39023.0,894.92,141.12,158.0,19135152.0,404809074.0,423944226.0,7268752.0,3538794.0,31609256.0,42416802.0,2643472.0,51353244.0
9,18054671.0,1038139.0,98477.0,13049578.0,3,1996,3625612.0,126868264.0,126868264.0,25684127.0,74191044.0,20660237.0,78525.0,,6893410.0,4780850.0,1501756.0,340381.0,4430988.0,1593147.0,53530807.0,19946329.0,2197954.0,17748375.0,12428531.0,13298695.0,286935.0,894.54,141.12,158.0,19135152.0,409786426.0,428921578.0,3891926.0,4395908.0,29140170.0,37428004.0,2646152.0,39140534.0
10,18588267.0,1057001.0,89583.0,13156541.0,3,1997,3608996.0,125657571.0,125657571.0,28584583.0,78232991.0,26557592.0,12766.0,,7002152.0,11337212.0,1238605.0,256876.0,4317965.0,1329536.0,51675399.0,27006099.0,2770781.0,24235318.0,11606714.0,8011523.0,266655.0,874.14,141.12,158.0,19135152.0,416253904.0,435389056.0,4860950.0,5541562.0,28884094.0,39286606.0,2677940.0,39393623.0
11,18991209.0,1079544.0,62600.0,13416546.0,3,1998,4189841.0,106924291.0,106924291.0,27431581.0,79370513.0,24373029.0,,,7877163.0,6587008.0,2083708.0,255982.0,5330384.0,1942353.0,54997484.0,30860109.0,4074597.0,26785512.0,8280855.0,7414979.0,134973.0,874.14,141.12,158.0,19135152.0,424906522.0,444041674.0,5832400.0,8149194.0,26653942.0,40635536.0,2668144.0,53666184.0
12,16869404.0,1106182.0,53300.0,14049582.0,3,1999,5346847.0,106039480.0,104118509.0,28652596.0,71214727.0,25507681.0,,,8760428.0,6778012.0,3012790.0,182526.0,4542294.0,1979258.0,45707046.0,47375093.0,4904116.0,42470977.0,6173988.0,5790843.0,35494.0,879.26,141.12,162.0,19328952.0,431626522.0,450955474.0,9265968.0,9808232.0,25691800.0,44766000.0,2723272.0,56198328.0
13,16716892.0,1046464.0,46700.0,14502919.0,3,2000,5089494.0,77657412.0,77666534.0,23726346.0,81209736.0,28310496.0,,,9605476.0,7876752.0,2805914.0,109387.0,4465337.0,3222869.0,52899240.0,73039849.0,2819392.0,70220457.0,6251064.0,4649940.0,35786.0,892.8,141.12,168.0,19329100.0,446377504.0,465706604.0,13774384.0,5638784.0,24447442.0,43860610.0,2751732.0,58011676.0
14,16885484.0,1187655.0,39900.0,14504122.0,3,2001,5766680.0,68125474.0,68128587.0,21272288.0,80066475.0,20518726.0,,17949.0,-900887.0,11952114.0,3047772.0,517690.0,3613814.0,2079637.0,59547749.0,74105877.0,2574819.0,71531058.0,8015385.0,7139465.0,68197.0,892.8,141.12,170.0,19329100.0,446377504.0,465706604.0,13634908.0,5149636.0,25003270.0,43787814.0,2757420.0,58016488.0
15,24560752.0,1137440.0,39500.0,14578687.0,3,2002,4682117.0,94910399.0,94910399.0,27903344.0,83035151.0,23015052.0,,8658.0,1010915.0,10710418.0,3614050.0,515785.0,5085927.0,1928367.0,60020099.0,90150692.0,3084424.0,87066268.0,6477787.0,6301374.0,396666.0,926.7,141.12,176.0,19329100.0,475047296.0,494376396.0,15898126.0,6168848.0,23003076.0,45070050.0,2748296.0,58314748.0
16,21368504.0,1041708.0,41500.0,14961539.0,3,2003,4524023.0,100363880.0,100363880.0,26266868.0,73698039.0,18783755.0,,,547760.0,7783395.0,2945697.0,341009.0,5334243.0,1677741.0,54914284.0,87742193.0,2230116.0,85512077.0,8969440.0,6329619.0,166539.0,926.7,141.12,176.0,19329100.0,478194856.0,497523956.0,18361892.0,4460232.0,22332316.0,45154440.0,2785880.0,59846156.0
17,21124520.0,864597.0,44817.0,15200803.0,3,2004,4619442.0,93523260.0,93523260.0,23647362.0,73661534.0,23489371.0,,,1200624.0,9347491.0,1939104.0,497610.0,6082563.0,4196067.0,50172163.0,94602430.0,3933463.0,90668967.0,8554965.0,7390193.0,48615.0,926.7,141.12,176.0,19329100.0,482194398.0,501523498.0,20284010.0,7866926.0,20152432.0,48303368.0,2788792.0,60803212.0
18,18640455.0,851849.0,31254.0,15598553.0,3,2005,5130896.0,107088375.0,107088375.0,24005131.0,81751959.0,26892761.0,,,1344560.0,12616804.0,2725189.0,253743.0,5760260.0,4136488.0,54859198.0,110238373.0,2669795.0,107568578.0,9459870.0,8609646.0,300430.0,926.7,141.12,176.0,19329100.0,482194398.0,501523498.0,20445574.0,5339590.0,19011684.0,44796848.0,2810204.0,62394172.0
19,18067384.0,886788.0,32018.0,15331941.0,3,2006,4395931.0,93306028.0,93306028.0,28384672.0,86707718.0,30231329.0,,,1118399.0,15745383.0,2088261.0,361972.0,7281586.0,3514647.0,56476389.0,191950916.0,4634230.0,187316686.0,8236509.0,6680544.0,256124.0,927.68,141.12,176.0,19329100.0,476147696.0,495476796.0,1703252.0,6559616.0,18597740.0,26860608.0,2854296.0,61327764.0
20,1667418.0,39222.0,1273.0,1323299.0,4,1994,81555.0,11538581.0,11335961.0,2138989.0,2737037.0,901041.0,916.0,39570.0,31387.0,252750.0,159072.0,70606.0,166639.0,141039.0,1835996.0,7495219.0,141670.0,7353549.0,194556.0,520513.0,,14.6,0.0,4.0,0.0,23299292.0,23299292.0,34014.0,50866.0,0.0,84880.0,133506.0,5293196.0
21,1514017.0,36554.0,1280.0,1332619.0,4,1995,88051.0,11611550.0,11363663.0,2016755.0,2850491.0,981601.0,7416.0,60074.0,41052.0,339595.0,118456.0,38982.0,197001.0,146405.0,1868890.0,7139927.0,125278.0,7014649.0,159612.0,597858.0,,14.6,0.0,4.0,0.0,23299292.0,23299292.0,24280.0,19214.0,0.0,43494.0,177992.0,5330476.0
22,1519881.0,41508.0,1285.0,1264422.0,4,1996,89475.0,12264268.0,12075317.0,1938122.0,2981073.0,1010698.0,3745.0,29024.0,49890.0,331050.0,124405.0,62414.0,209101.0,166805.0,1970375.0,6487831.0,116863.0,6370968.0,240550.0,465457.0,,14.6,0.0,4.0,0.0,23299292.0,23299292.0,148454.0,44126.0,0.0,192580.0,177504.0,3784126.0
23,1579137.0,34466.0,1319.0,1287441.0,4,1997,95517.0,12323253.0,11961289.0,2059728.0,4085006.0,989637.0,3535.0,48190.0,36793.0,305109.0,113247.0,30995.0,220356.0,183288.0,3095369.0,5611845.0,136219.0,5475626.0,215069.0,582880.0,,14.6,0.0,4.0,0.0,23444396.0,23444396.0,475358.0,14234.0,0.0,489592.0,134715.0,3865185.0
24,1597126.0,37609.0,1335.0,1340144.0,4,1998,320342.0,10976177.0,10512205.0,1488009.0,4620717.0,1558068.0,302.0,41223.0,47874.0,360451.0,423604.0,35508.0,332370.0,280664.0,3062649.0,6656303.0,97117.0,6559186.0,332153.0,573459.0,,14.6,0.0,4.0,0.0,23488086.0,23488086.0,418506.0,32800.0,0.0,451306.0,183528.0,5360576.0
25,1527254.0,23913.0,1529.0,1377503.0,4,1999,328758.0,13535672.0,13070130.0,1368667.0,5194649.0,2299776.0,3076.0,69640.0,69562.0,680678.0,542233.0,33659.0,516778.0,352877.0,2894873.0,8196491.0,346467.0,7850024.0,307081.0,611539.0,,14.6,0.0,4.0,0.0,23488086.0,23488086.0,344760.0,26396.0,0.0,371156.0,183448.0,5537716.0
26,1657605.0,40844.0,722.0,1495358.0,4,2000,522041.0,4891235.0,4892028.0,1397850.0,6073273.0,1633529.0,11.0,,618540.0,389340.0,313799.0,6529.0,286605.0,,4439744.0,11421556.0,93005.0,11328551.0,259351.0,610309.0,242.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,34908.0,73428.0,0.0,108336.0,188032.0,5981432.0
27,1728658.0,54236.0,507.0,1559320.0,4,2001,-56211.0,5056195.0,5056307.0,1543138.0,5308578.0,1012379.0,,17264.0,269680.0,339073.0,258239.0,43430.0,74136.0,6860.0,4296199.0,11282735.0,54324.0,11228411.0,315980.0,589960.0,2276.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,196864.0,65580.0,0.0,262444.0,190072.0,6237280.0
28,2336846.0,72649.0,243.0,1584906.0,4,2002,197860.0,4614898.0,4614898.0,1488287.0,3315172.0,834736.0,,89.0,77965.0,292789.0,187139.0,29385.0,104892.0,142477.0,2480436.0,13101702.0,42741.0,13058961.0,224503.0,98965.0,,14.6,0.0,4.0,0.0,23488086.0,23488086.0,23942.0,56328.0,0.0,80270.0,188164.0,6339624.0
29,2005576.0,48153.0,,1639564.0,4,2003,129481.0,5743974.0,5743974.0,1526116.0,4151433.0,712469.0,,,74913.0,115194.0,249408.0,7728.0,262572.0,2654.0,3438964.0,15258181.0,10994.0,15247187.0,231245.0,200628.0,,14.6,0.0,4.0,0.0,23488086.0,23488086.0,0.0,0.0,0.0,0.0,188204.0,6558256.0
30,1851494.0,72080.0,,1633125.0,4,2004,147267.0,6497394.0,6497394.0,1537340.0,3817192.0,1046120.0,,,54987.0,164545.0,133794.0,49455.0,436369.0,205826.0,2771072.0,21598035.0,46512.0,21551523.0,289121.0,229709.0,2721.0,14.6,0.0,4.0,0.0,23488086.0,23488086.0,0.0,0.0,0.0,0.0,190452.0,6532500.0
31,1875795.0,60240.0,,1715388.0,4,2005,185690.0,7244449.0,7244449.0,1648779.0,4699891.0,1256321.0,,,74719.0,368561.0,289657.0,86355.0,226792.0,208755.0,3443570.0,27621655.0,5085.0,27616570.0,323001.0,265891.0,2653.0,19.6,0.0,6.0,0.0,43381442.0,43381442.0,0.0,0.0,0.0,0.0,189308.0,6861552.0
32,1870892.0,50782.0,,1704180.0,4,2006,270971.0,7507822.0,7507822.0,1812931.0,4526294.0,1060146.0,,,54721.0,256006.0,182536.0,38914.0,361817.0,165711.0,3466148.0,35020876.0,81766.0,34939110.0,322329.0,300865.0,7751.0,19.6,0.0,6.0,0.0,43381442.0,43381442.0,19120.0,2320.0,400.0,21840.0,192576.0,6816720.0
33,4337685.0,,,,5,1994,,8297377.0,8297179.0,2770529.0,,,,,,,,,,,,5418534.0,239.0,5418295.0,,,,,,,,,,,,,,,
34,2378379.0,,,,5,1995,,7376304.0,7376304.0,2833376.0,,,,,,,,,,,,4841638.0,3201.0,4838437.0,,,,,,,,,,,,,,0.0,0.0
35,3175902.0,,,,5,1996,,10497654.0,10497370.0,2794637.0,,,,,,,,,,,,4140416.0,856.0,4139560.0,,,,,,,,,,,,,,,
36,4761615.0,,,,5,1997,,8808277.0,8806010.0,2831337.0,,,,,,,,,,,,4055485.0,969.0,4054516.0,,,,,,,,,,,,,,0.0,0.0
37,4917663.0,,,,5,1998,,8127489.0,8126957.0,2538394.0,,,,,,,,,,,,3880276.0,526.0,3879750.0,,,,,,,,,,,,,,0.0,0.0
38,306012.0,,,,5,1999,,2285556.0,2266598.0,805880.0,,,,,,,,,,,,3666380.0,4748.0,3661632.0,,,,,,,,,,,,,,,
39,279088.0,,,,5,2000,,2067951.0,2043401.0,378794.0,3507.0,,,,,,,,,,3507.0,3494979.0,8330.0,3486649.0,,,,,,,,,,,,,,,
40,306244.0,,,,5,2001,,1196964.0,1166028.0,226325.0,,,,,,,,,,,,3350191.0,11239.0,3338952.0,,,,,,,,,,,,,,,
41,267715.0,,,,5,2002,,962817.0,957200.0,116606.0,,,,,,,,,,,,3188350.0,21528.0,3166822.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,6029271.0,167638.0,15985.0,5461963.0,6,1994,332066.0,26426333.0,26119535.0,6336978.0,13974463.0,6829676.0,116539.0,146512.0,,4792280.0,672391.0,26297.0,641721.0,332393.0,7144787.0,1169187.0,545983.0,623204.0,705316.0,673715.0,11178.0,568.71,121.27,86.0,6150745.0,82161320.0,88308398.0,22356.0,299232.0,16968.0,338556.0,763124.0,27308048.0
43,6133000.0,184920.0,21492.0,5666057.0,6,1995,371210.0,35960640.0,35564370.0,6701237.0,14574136.0,7205420.0,125998.0,175406.0,,4933304.0,698834.0,36426.0,745955.0,351090.0,7368716.0,1391678.0,699137.0,692541.0,745901.0,713403.0,17112.0,569.23,121.65,86.0,5070621.0,83456976.0,88523930.0,34224.0,497006.0,17904.0,549134.0,575310.0,22661513.0
44,6395880.0,192791.0,16423.0,5427626.0,6,1996,241028.0,35613390.0,35372434.0,6181855.0,12981008.0,6095231.0,117722.0,145900.0,,3983202.0,621692.0,47866.0,771131.0,289138.0,6885777.0,985824.0,400547.0,585277.0,579376.0,576938.0,6504.0,562.84,118.68,90.0,5066954.0,85412308.0,90479262.0,13008.0,45502.0,17048.0,75558.0,580725.0,16267278.0
45,6549647.0,189934.0,15222.0,5461727.0,6,1997,379077.0,27606965.0,26068622.0,6201902.0,12639164.0,6286377.0,125178.0,497672.0,138648.0,3171112.0,888491.0,,1165197.0,52867.0,6352787.0,2046301.0,779972.0,1266329.0,664154.0,294529.0,88740.0,574.66,118.68,90.0,5066954.0,85424202.0,90491156.0,86450.0,589130.0,14034.0,689614.0,582948.0,16454186.0
46,6809188.0,229515.0,14886.0,5789818.0,6,1998,184069.0,27499768.0,23919722.0,4833225.0,13254639.0,8127888.0,111558.0,566050.0,13988.0,5073281.0,913678.0,,1103970.0,214755.0,5126751.0,1664284.0,611559.0,1052725.0,503523.0,215365.0,68497.0,574.66,118.68,90.0,5066954.0,87956118.0,93023072.0,70964.0,389806.0,4476.0,465246.0,780912.0,23156985.0
47,6931362.0,242254.0,14716.0,6073448.0,6,1999,258456.0,55274416.0,52214722.0,4958642.0,12679955.0,7135877.0,131502.0,582738.0,17336.0,3897585.0,1035430.0,,1048059.0,236005.0,5544078.0,1661360.0,745445.0,915915.0,643436.0,254870.0,85604.0,574.66,118.68,90.0,5066954.0,88297622.0,93364576.0,93160.0,633716.0,16086.0,742962.0,792356.0,23640412.0
48,8454708.0,337509.0,13551.0,7281499.0,6,2000,379089.0,16810338.0,14542253.0,2124671.0,15817132.0,8347668.0,68365.0,525796.0,16416.0,4935802.0,1074103.0,,1074819.0,459940.0,7469464.0,2173717.0,1195762.0,977955.0,718835.0,277813.0,84390.0,574.66,118.68,90.0,5066954.0,88901888.0,93968842.0,82162.0,914872.0,0.0,997034.0,799504.0,23975113.0
49,9388900.0,484122.0,14123.0,8174308.0,6,2001,339623.0,18876289.0,18259098.0,3351103.0,17483707.0,10336526.0,75604.0,446489.0,17739.0,6619311.0,1060378.0,,1042248.0,821418.0,7147181.0,3363728.0,1322638.0,2041090.0,743650.0,296889.0,86151.0,574.66,118.68,90.0,5066954.0,89061004.0,94127958.0,172302.0,509058.0,0.0,681360.0,813128.0,24102325.0
50,10111157.0,627094.0,14292.0,9023123.0,6,2002,267811.0,25073988.0,24386980.0,3702228.0,18624406.0,11696769.0,148938.0,427309.0,11246.0,8041114.0,1260284.0,,870392.0,694241.0,6927637.0,4505995.0,1273455.0,3232540.0,795413.0,306376.0,86175.0,574.66,118.68,90.0,5063344.0,88655850.0,93719194.0,172350.0,446672.0,0.0,619022.0,813348.0,24481620.0
51,10694130.0,457735.0,,9573886.0,6,2003,872497.0,51180514.0,50754702.0,11759481.0,20864019.0,12407793.0,80762.0,210575.0,88492.0,6868798.0,2661513.0,,1436779.0,518300.0,8456226.0,33958167.0,897388.0,33060779.0,648430.0,619179.0,103059.0,574.66,127.86,94.0,5002076.0,66039580.0,71041656.0,206116.0,283328.0,0.0,489444.0,821808.0,38295544.0
52,5884918.0,102736.0,,5734089.0,6,2004,1057384.0,61880682.0,61071758.0,9995197.0,22741674.0,12073942.0,47554.0,,388676.0,7147264.0,2471604.0,,1081716.0,607488.0,10667732.0,4274842.0,1389587.0,2885255.0,483451.0,844257.0,19040.0,574.66,127.86,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822176.0,22936356.0
53,5941996.0,243505.0,,5658180.0,6,2005,989598.0,36056736.0,35695315.0,7648678.0,21141803.0,11653902.0,35748.0,,440995.0,6311216.0,3178338.0,14537.0,785276.0,651376.0,9487901.0,4095006.0,1516829.0,2578177.0,388826.0,642784.0,18088.0,577.76,124.3,98.0,6015424.0,90123998.0,96139422.0,36176.0,2421782.0,0.0,2457958.0,825096.0,26018964.0
54,5867273.0,229674.0,,5623965.0,6,2006,907940.0,30051938.0,29718039.0,6880751.0,26027752.0,15128912.0,25663.0,5591.0,640654.0,9519785.0,2079055.0,311085.0,1148120.0,761743.0,10898840.0,1348915.0,1081920.0,266995.0,476458.0,756961.0,20023.0,574.66,127.86,94.0,6322064.0,91285030.0,97607094.0,40046.0,1449186.0,0.0,1489232.0,839958.0,25639116.0
55,6619046.0,224507.0,,6391621.0,6,2007,996806.0,32037240.0,31750263.0,7571716.0,24209035.0,12148492.0,35798.0,3880.0,590884.0,7469631.0,1887807.0,319112.0,937029.0,631439.0,12060543.0,9254481.0,1357886.0,7896595.0,361166.0,959643.0,8825.0,574.66,127.86,94.0,8533592.0,99846692.0,108380284.0,17650.0,1773324.0,0.0,1790974.0,1257796.0,25566482.0
56,4162471.0,123195.0,,4039276.0,6,2008,1349246.0,27610247.0,27227700.0,9741330.0,32024134.0,19504173.0,70718.0,4228.0,772484.0,14175987.0,2337974.0,473031.0,971873.0,364236.0,12519961.0,3020129.0,1231276.0,1788853.0,463497.0,1178910.0,,575.7,127.86,94.0,8533592.0,101946306.0,110479898.0,0.0,1883618.0,0.0,1883618.0,857372.0,26056804.0
57,3029898.0,44528.0,,2985370.0,6,2009,1501760.0,97823860.0,97345917.0,12923441.0,27025289.0,15028370.0,168543.0,41386.0,450431.0,9461274.0,2834830.0,387282.0,1077085.0,249272.0,11996919.0,4677401.0,1755484.0,2921917.0,335013.0,1021814.0,-4279.0,578.92,127.86,100.0,8548670.0,103474888.0,112023558.0,-8558.0,2560564.0,494970.0,3046976.0,845940.0,22965208.0
58,2284471.0,-55369.0,,2339840.0,6,2010,1141435.0,67771684.0,67462301.0,5241809.0,22202796.0,13185707.0,77134.0,38065.0,452025.0,8892170.0,2066260.0,358180.0,799770.0,190899.0,9017089.0,4263775.0,1435380.0,2828395.0,289358.0,963054.0,3871.0,578.92,127.86,100.0,8540800.0,103519240.0,112060040.0,7742.0,1779838.0,371228.0,2158808.0,840904.0,19483348.0
59,14571634.0,641372.0,11219.0,8002452.0,7,1994,193191.0,57947286.0,54545242.0,10139068.0,22704599.0,13474556.0,413177.0,434765.0,228059.0,8388078.0,1913052.0,30137.0,842617.0,942467.0,9230043.0,10644536.0,6204511.0,4440025.0,826869.0,1776380.0,439233.0,12628.11,0.0,230.0,77898463.0,509993673.0,587892136.0,7326380.0,7817201.0,3923058.0,19066639.0,1578920.0,55663692.0
60,14266415.0,570999.0,11507.0,8228616.0,7,1995,210668.0,69913817.0,65592998.0,16411442.0,22267557.0,13912875.0,479132.0,546104.0,182355.0,8273834.0,2382427.0,49082.0,795684.0,921185.0,8354682.0,9283413.0,4875487.0,4407926.0,745155.0,1724598.0,424318.0,12654.53,0.0,232.0,79727741.0,523563995.0,603291736.0,6584224.0,7167359.0,4365294.0,18116877.0,1590561.0,32913749.0
61,14950071.0,642981.0,11948.0,8304451.0,7,1996,244488.0,63551166.0,58912590.0,11860635.0,23089147.0,13540846.0,493090.0,588515.0,8030.0,7866321.0,2294091.0,32802.0,1072180.0,901404.0,9548301.0,10156364.0,4743656.0,5412708.0,634259.0,1811247.0,478662.0,9356.26,0.0,132.0,56812900.0,416689576.0,473502476.0,5987296.0,5566994.0,2710406.0,14264696.0,1597408.0,24863027.0
62,13943855.0,613521.0,3208.0,8283049.0,7,1997,365749.0,66040385.0,61262754.0,8711516.0,28629419.0,16483667.0,432885.0,627542.0,11611.0,9922051.0,2770321.0,42842.0,1422954.0,829078.0,12145752.0,10118424.0,4331794.0,5786630.0,539176.0,1831435.0,427391.0,9356.26,0.0,132.0,42855696.0,444588406.0,487444102.0,7121230.0,4679896.0,2469710.0,14270836.0,1056059.0,24848212.0
63,14233649.0,709456.0,,8626234.0,7,1998,1016542.0,74783104.0,73210991.0,25064064.0,33397476.0,15580575.0,242281.0,220189.0,628456.0,11002102.0,1660274.0,8314.0,626935.0,743289.0,17816901.0,8118813.0,3330409.0,4788404.0,916336.0,1721664.0,26486.0,9427.68,0.76,256.0,45688616.0,459910588.0,505599204.0,52970.0,3819588.0,2799840.0,6672398.0,1412884.0,34504397.0
64,14677387.0,832428.0,,8538572.0,7,1999,1099496.0,85870000.0,84286277.0,12573189.0,35664299.0,19406595.0,274061.0,237574.0,726080.0,14450253.0,1881414.0,15419.0,545101.0,811932.0,16257704.0,11170556.0,4663843.0,6506713.0,995258.0,1607694.0,24782.0,3727.06,0.76,240.0,31811318.0,228545278.0,260356596.0,49582.0,5005542.0,2910472.0,7965596.0,1277356.0,34153952.0
65,13698434.0,625765.0,,9476844.0,7,2000,1268891.0,58680461.0,56776241.0,13464498.0,33932813.0,19622712.0,314266.0,387965.0,1569622.0,13977460.0,1707262.0,13105.0,476537.0,466063.0,14310101.0,16487873.0,3410012.0,13077861.0,581558.0,1380414.0,15460.0,9433.36,0.76,258.0,34212486.0,227003776.0,261216262.0,30920.0,3940612.0,2835436.0,6806968.0,1294252.0,37068988.0
66,12826791.0,653559.0,,10892698.0,7,2001,1179672.0,61202920.0,59591619.0,14212890.0,38231597.0,19931660.0,228503.0,292997.0,1211336.0,12794866.0,3725708.0,685.0,293566.0,941119.0,18299937.0,6581224.0,3094668.0,3486556.0,1928372.0,1075740.0,30995.0,3816.7,0.76,258.0,34159484.0,233083798.0,267243282.0,46328.0,3429318.0,8324.0,3483970.0,1287711.0,41414393.0
67,12714083.0,763118.0,,10468874.0,7,2002,1090855.0,66540501.0,65431542.0,28383521.0,43539107.0,24419562.0,588717.0,370620.0,685196.0,15597612.0,5502887.0,4310.0,306227.0,919305.0,19119545.0,8281532.0,3051251.0,5230281.0,1899825.0,1056947.0,18457.0,3816.7,0.76,258.0,34778460.0,240472364.0,275250824.0,36908.0,4197148.0,2707322.0,6941378.0,1302468.0,41875492.0
68,10019054.0,707322.0,,7570504.0,7,2003,1025687.0,51664747.0,50826774.0,12944659.0,41720896.0,23853393.0,193908.0,514170.0,677896.0,16142090.0,4473454.0,9533.0,270525.0,1041534.0,17867503.0,8898095.0,3765908.0,5132187.0,1524081.0,1114939.0,13915.0,3816.7,0.76,258.0,42594608.0,255878404.0,298473012.0,28342.0,4950080.0,2804208.0,7782630.0,1279108.0,30282016.0
69,9459126.0,598601.0,,7071764.0,7,2004,1004115.0,52737324.0,51565075.0,12259490.0,35288942.0,23731343.0,332485.0,517681.0,774771.0,14728653.0,5125937.0,109126.0,555779.0,964266.0,11557599.0,8117663.0,3152913.0,4964750.0,824162.0,952762.0,72.0,3772.86,410.82,340.0,31614366.0,252060324.0,283674690.0,729486.0,2885544.0,2543204.0,6158234.0,1301156.0,28287060.0
70,13301110.0,656642.0,,10621946.0,7,2005,999337.0,41304812.0,40674872.0,10722268.0,45586652.0,25986085.0,391163.0,191070.0,891616.0,16664652.0,5722067.0,306034.0,271119.0,929471.0,19600567.0,10919114.0,3558529.0,7360585.0,1033308.0,1397721.0,87.0,4541.84,4.76,366.0,39379904.0,329202256.0,368582160.0,174.0,4535936.0,1464048.0,6000158.0,1472352.0,46116146.0
71,12592523.0,462641.0,,12129065.0,7,2006,1085356.0,39764534.0,39309731.0,10760350.0,53628332.0,32958562.0,325370.0,246740.0,1042816.0,21818233.0,6046663.0,478927.0,968190.0,1283832.0,20669770.0,11654247.0,4512207.0,7142040.0,743463.0,1561133.0,193.0,4541.84,4.76,366.0,39277518.0,357899866.0,397177384.0,386.0,6081512.0,538334.0,6620232.0,1551736.0,49010120.0
