,report_year,utility_id_ferc1,utility_name_ferc1,state,additions,ferc_account_label
148712,2002,218,San Diego Gas & Electric Company,CA,66832563.0,transmission_plant
148734,2003,218,San Diego Gas & Electric Company,CA,199462482.0,distribution_plant
148797,2003,218,San Diego Gas & Electric Company,CA,48040915.0,transmission_plant
148812,2004,218,San Diego Gas & Electric Company,CA,196629686.0,distribution_plant
148857,2004,218,San Diego Gas & Electric Company,CA,85375331.0,transmission_plant
148874,2005,218,San Diego Gas & Electric Company,CA,214228234.0,distribution_plant
148923,2005,218,San Diego Gas & Electric Company,CA,104653341.0,transmission_plant
148940,2006,218,San Diego Gas & Electric Company,CA,227530812.0,distribution_plant
148989,2006,218,San Diego Gas & Electric Company,CA,116199343.0,transmission_plant
149006,2007,218,San Diego Gas & Electric Company,CA,286414594.0,distribution_plant
149055,2007,218,San Diego Gas & Electric Company,CA,203686431.0,transmission_plant
149072,2008,218,San Diego Gas & Electric Company,CA,227179659.0,distribution_plant
149121,2008,218,San Diego Gas & Electric Company,CA,154140918.0,transmission_plant
149138,2009,218,San Diego Gas & Electric Company,CA,266936422.0,distribution_plant
149187,2009,218,San Diego Gas & Electric Company,CA,134513607.0,transmission_plant
149204,2010,218,San Diego Gas & Electric Company,CA,370904289.0,distribution_plant
149253,2010,218,San Diego Gas & Electric Company,CA,103897914.0,transmission_plant
149270,2011,218,San Diego Gas & Electric Company,CA,263548475.0,distribution_plant
149320,2011,218,San Diego Gas & Electric Company,CA,138087041.0,transmission_plant
149337,2012,218,San Diego Gas & Electric Company,CA,245314731.0,distribution_plant
149387,2012,218,San Diego Gas & Electric Company,CA,1785430216.0,transmission_plant
149404,2013,218,San Diego Gas & Electric Company,CA,242704630.0,distribution_plant
149454,2013,218,San Diego Gas & Electric Company,CA,236435698.0,transmission_plant
149469,2014,218,San Diego Gas & Electric Company,CA,259549238.0,distribution_plant
149514,2014,218,San Diego Gas & Electric Company,CA,599991676.0,transmission_plant
149528,2015,218,San Diego Gas & Electric Company,CA,361852010.0,distribution_plant
149573,2015,218,San Diego Gas & Electric Company,CA,360021004.0,transmission_plant
149587,2016,218,San Diego Gas & Electric Company,CA,341597745.0,distribution_plant
149632,2016,218,San Diego Gas & Electric Company,CA,294785914.0,transmission_plant
149646,2017,218,San Diego Gas & Electric Company,CA,443068649.0,distribution_plant
149691,2017,218,San Diego Gas & Electric Company,CA,477152556.0,transmission_plant
149705,2018,218,San Diego Gas & Electric Company,CA,468121596.0,distribution_plant
149750,2018,218,San Diego Gas & Electric Company,CA,609823456.0,transmission_plant
149764,2019,218,San Diego Gas & Electric Company,CA,498970607.0,distribution_plant
149809,2019,218,San Diego Gas & Electric Company,CA,390793583.0,transmission_plant
149823,2020,218,San Diego Gas & Electric Company,CA,580716071.0,distribution_plant
149868,2020,218,San Diego Gas & Electric Company,CA,609764859.0,transmission_plant
149892,2021,218,San Diego Gas & Electric Company,CA,907234723.0,distribution_plant
149962,2021,218,San Diego Gas & Electric Company,CA,443312434.0,transmission_plant
169782,1994,230,Southwestern Public Service Company,TX,29455093.0,distribution_plant
169880,1994,230,Southwestern Public Service Company,TX,38012132.0,transmission_plant
169902,1995,230,Southwestern Public Service Company,TX,52462598.0,distribution_plant
169994,1995,230,Southwestern Public Service Company,TX,26332461.0,transmission_plant
170016,1996,230,Southwestern Public Service Company,TX,32559782.0,distribution_plant
170116,1996,230,Southwestern Public Service Company,TX,37348876.0,transmission_plant
170142,1997,230,Southwestern Public Service Company,TX,16467516.0,distribution_plant
170270,1997,230,Southwestern Public Service Company,TX,26064852.0,transmission_plant
170296,1998,230,Southwestern Public Service Company,TX,28873068.0,distribution_plant
170384,1998,230,Southwestern Public Service Company,TX,2674370.0,transmission_plant
170410,1999,230,Southwestern Public Service Company,TX,52363927.0,distribution_plant
170534,1999,230,Southwestern Public Service Company,TX,24249503.0,transmission_plant
170564,2000,230,Southwestern Public Service Company,TX,34332086.0,distribution_plant
170688,2000,230,Southwestern Public Service Company,TX,22919059.0,transmission_plant
170718,2001,230,Southwestern Public Service Company,TX,28834149.0,distribution_plant
170842,2001,230,Southwestern Public Service Company,TX,90720418.0,transmission_plant
170872,2002,230,Southwestern Public Service Company,TX,26514382.0,distribution_plant
170996,2002,230,Southwestern Public Service Company,TX,16378031.0,transmission_plant
171040,2003,230,Southwestern Public Service Company,TX,27258998.0,distribution_plant
171164,2003,230,Southwestern Public Service Company,TX,13719230.0,transmission_plant
171190,2004,230,Southwestern Public Service Company,TX,36695734.0,distribution_plant
171278,2004,230,Southwestern Public Service Company,TX,42526177.0,transmission_plant
171304,2005,230,Southwestern Public Service Company,TX,35653316.0,distribution_plant
171392,2005,230,Southwestern Public Service Company,TX,18688532.0,transmission_plant
171418,2006,230,Southwestern Public Service Company,TX,38209845.0,distribution_plant
171508,2006,230,Southwestern Public Service Company,TX,22262463.0,transmission_plant
171534,2007,230,Southwestern Public Service Company,TX,34742754.0,distribution_plant
171622,2007,230,Southwestern Public Service Company,TX,17909224.0,transmission_plant
171650,2008,230,Southwestern Public Service Company,TX,44859709.0,distribution_plant
171738,2008,230,Southwestern Public Service Company,TX,60813893.0,transmission_plant
171766,2009,230,Southwestern Public Service Company,TX,41924875.0,distribution_plant
171852,2009,230,Southwestern Public Service Company,TX,105980128.0,transmission_plant
171880,2010,230,Southwestern Public Service Company,TX,49763963.0,distribution_plant
171966,2010,230,Southwestern Public Service Company,TX,48833831.0,transmission_plant
171994,2011,230,Southwestern Public Service Company,TX,63866185.0,distribution_plant
172080,2011,230,Southwestern Public Service Company,TX,141762431.0,transmission_plant
172106,2012,230,Southwestern Public Service Company,TX,52109518.0,distribution_plant
172192,2012,230,Southwestern Public Service Company,TX,153346481.0,transmission_plant
172222,2013,230,Southwestern Public Service Company,TX,58438765.0,distribution_plant
172310,2013,230,Southwestern Public Service Company,TX,170079708.0,transmission_plant
172340,2014,230,Southwestern Public Service Company,TX,74525510.0,distribution_plant
172428,2014,230,Southwestern Public Service Company,TX,497237227.0,transmission_plant
172458,2015,230,Southwestern Public Service Company,TX,107627830.0,distribution_plant
172548,2015,230,Southwestern Public Service Company,TX,333420180.0,transmission_plant
172580,2016,230,Southwestern Public Service Company,TX,81287147.0,distribution_plant
172666,2016,230,Southwestern Public Service Company,TX,258530230.0,transmission_plant
172698,2017,230,Southwestern Public Service Company,TX,96061973.0,distribution_plant
172786,2017,230,Southwestern Public Service Company,TX,195947200.0,transmission_plant
172818,2018,230,Southwestern Public Service Company,TX,103138686.0,distribution_plant
172906,2018,230,Southwestern Public Service Company,TX,334024310.0,transmission_plant
172938,2019,230,Southwestern Public Service Company,TX,117643016.0,distribution_plant
173026,2019,230,Southwestern Public Service Company,TX,299192230.0,transmission_plant
173058,2020,230,Southwestern Public Service Company,TX,166084713.0,distribution_plant
173146,2020,230,Southwestern Public Service Company,TX,431364150.0,transmission_plant
173194,2021,230,Southwestern Public Service Company,TX,158611248.0,distribution_plant
173334,2021,230,Southwestern Public Service Company,TX,211909823.0,transmission_plant
176540,2008,234,"Entergy Texas, Inc.",TX,61760871.0,distribution_plant
176620,2008,234,"Entergy Texas, Inc.",TX,28789957.0,transmission_plant
176646,2009,234,"Entergy Texas, Inc.",TX,80932959.0,distribution_plant
176728,2009,234,"Entergy Texas, Inc.",TX,26536335.0,transmission_plant
176754,2010,234,"Entergy Texas, Inc.",TX,65611143.0,distribution_plant
176836,2010,234,"Entergy Texas, Inc.",TX,36025024.0,transmission_plant
176862,2011,234,"Entergy Texas, Inc.",TX,73923447.0,distribution_plant
176944,2011,234,"Entergy Texas, Inc.",TX,61530973.0,transmission_plant
176970,2012,234,"Entergy Texas, Inc.",TX,68736896.0,distribution_plant
177052,2012,234,"Entergy Texas, Inc.",TX,32275052.0,transmission_plant
177078,2013,234,"Entergy Texas, Inc.",TX,74664226.0,distribution_plant
177160,2013,234,"Entergy Texas, Inc.",TX,55342970.0,transmission_plant
177186,2014,234,"Entergy Texas, Inc.",TX,78550540.0,distribution_plant
177268,2014,234,"Entergy Texas, Inc.",TX,38850451.0,transmission_plant
177294,2015,234,"Entergy Texas, Inc.",TX,84300517.0,distribution_plant
177376,2015,234,"Entergy Texas, Inc.",TX,46643499.0,transmission_plant
177398,2016,234,"Entergy Texas, Inc.",TX,103503242.0,distribution_plant
177478,2016,234,"Entergy Texas, Inc.",TX,242073249.0,transmission_plant
177500,2017,234,"Entergy Texas, Inc.",TX,104056506.0,distribution_plant
177580,2017,234,"Entergy Texas, Inc.",TX,102086137.0,transmission_plant
177602,2018,234,"Entergy Texas, Inc.",TX,99692562.0,distribution_plant
177682,2018,234,"Entergy Texas, Inc.",TX,66980829.0,transmission_plant
177704,2019,234,"Entergy Texas, Inc.",TX,197017807.0,distribution_plant
177784,2019,234,"Entergy Texas, Inc.",TX,162500392.0,transmission_plant
177806,2020,234,"Entergy Texas, Inc.",TX,388018269.0,distribution_plant
177894,2020,234,"Entergy Texas, Inc.",TX,394241198.0,transmission_plant
177940,2021,234,"Entergy Texas, Inc.",TX,149808932.0,distribution_plant
178080,2021,234,"Entergy Texas, Inc.",TX,208157714.0,transmission_plant
190288,1994,245,Western Massachusetts Electric Company,MA,20667404.0,distribution_plant
190352,1994,245,Western Massachusetts Electric Company,MA,2609710.0,transmission_plant
190367,1995,245,Western Massachusetts Electric Company,MA,14147404.0,distribution_plant
190431,1995,245,Western Massachusetts Electric Company,MA,335858.0,transmission_plant
190446,1996,245,Western Massachusetts Electric Company,MA,17679388.0,distribution_plant
190510,1996,245,Western Massachusetts Electric Company,MA,193372.0,transmission_plant
190525,1997,245,Western Massachusetts Electric Company,MA,13070624.0,distribution_plant
190589,1997,245,Western Massachusetts Electric Company,MA,5804691.0,transmission_plant
190604,1998,245,Western Massachusetts Electric Company,MA,13338084.0,distribution_plant
190661,1998,245,Western Massachusetts Electric Company,MA,95039.0,transmission_plant
190676,1999,245,Western Massachusetts Electric Company,MA,13247581.0,distribution_plant
190740,1999,245,Western Massachusetts Electric Company,MA,6294185.0,transmission_plant
190755,2000,245,Western Massachusetts Electric Company,MA,14952126.0,distribution_plant
190818,2000,245,Western Massachusetts Electric Company,MA,397454.0,transmission_plant
190833,2001,245,Western Massachusetts Electric Company,MA,18885415.0,distribution_plant
190896,2001,245,Western Massachusetts Electric Company,MA,2920077.0,transmission_plant
190911,2002,245,Western Massachusetts Electric Company,MA,17996229.0,distribution_plant
190972,2002,245,Western Massachusetts Electric Company,MA,3498614.0,transmission_plant
190994,2003,245,Western Massachusetts Electric Company,MA,21893764.0,distribution_plant
191055,2003,245,Western Massachusetts Electric Company,MA,4629380.0,transmission_plant
191065,2004,245,Western Massachusetts Electric Company,MA,25987841.0,distribution_plant
191097,2004,245,Western Massachusetts Electric Company,MA,6402314.0,transmission_plant
191106,2005,245,Western Massachusetts Electric Company,MA,19569599.0,distribution_plant
191138,2005,245,Western Massachusetts Electric Company,MA,10698367.0,transmission_plant
191147,2006,245,Western Massachusetts Electric Company,MA,26827566.0,distribution_plant
191179,2006,245,Western Massachusetts Electric Company,MA,9800164.0,transmission_plant
191188,2007,245,Western Massachusetts Electric Company,MA,26593350.0,distribution_plant
191220,2007,245,Western Massachusetts Electric Company,MA,8124630.0,transmission_plant
191229,2008,245,Western Massachusetts Electric Company,MA,28064459.0,distribution_plant
191261,2008,245,Western Massachusetts Electric Company,MA,17308252.0,transmission_plant
191271,2009,245,Western Massachusetts Electric Company,MA,30119594.0,distribution_plant
191303,2009,245,Western Massachusetts Electric Company,MA,26145020.0,transmission_plant
191314,2010,245,Western Massachusetts Electric Company,MA,26894457.0,distribution_plant
191352,2010,245,Western Massachusetts Electric Company,MA,22563847.0,transmission_plant
191363,2011,245,Western Massachusetts Electric Company,MA,35364960.0,distribution_plant
191401,2011,245,Western Massachusetts Electric Company,MA,50532034.0,transmission_plant
191413,2012,245,Western Massachusetts Electric Company,MA,31513258.0,distribution_plant
191450,2012,245,Western Massachusetts Electric Company,MA,304307402.0,transmission_plant
191462,2013,245,Western Massachusetts Electric Company,MA,35212345.0,distribution_plant
191499,2013,245,Western Massachusetts Electric Company,MA,246937174.0,transmission_plant
191511,2014,245,Western Massachusetts Electric Company,MA,29656620.0,distribution_plant
191548,2014,245,Western Massachusetts Electric Company,MA,65162690.0,transmission_plant
191560,2015,245,Western Massachusetts Electric Company,MA,37733800.0,distribution_plant
191597,2015,245,Western Massachusetts Electric Company,MA,78923572.0,transmission_plant
191608,2016,245,Western Massachusetts Electric Company,MA,28225602.0,distribution_plant
191645,2016,245,Western Massachusetts Electric Company,MA,92110028.0,transmission_plant
191657,2017,245,Western Massachusetts Electric Company,MA,39224145.0,distribution_plant
191694,2017,245,Western Massachusetts Electric Company,MA,135436866.0,transmission_plant
219565,2003,266,Golden State Water Company,CA,1287817.0,distribution_plant
219624,2003,266,Golden State Water Company,CA,82754.0,transmission_plant
219634,2004,266,Golden State Water Company,CA,2381700.0,distribution_plant
219666,2004,266,Golden State Water Company,CA,798600.0,transmission_plant
219673,2005,266,Golden State Water Company,CA,1297400.0,distribution_plant
219705,2005,266,Golden State Water Company,CA,58900.0,transmission_plant
219712,2006,266,Golden State Water Company,CA,1743200.0,distribution_plant
219744,2006,266,Golden State Water Company,CA,52000.0,transmission_plant
219752,2007,266,Golden State Water Company,CA,1371500.0,distribution_plant
219790,2007,266,Golden State Water Company,CA,483000.0,transmission_plant
219798,2008,266,Golden State Water Company,CA,1411800.0,distribution_plant
219836,2008,266,Golden State Water Company,CA,3400.0,transmission_plant
219844,2009,266,Golden State Water Company,CA,934500.0,distribution_plant
219882,2009,266,Golden State Water Company,CA,7500.0,transmission_plant
219890,2010,266,Golden State Water Company,CA,1116000.0,distribution_plant
219928,2010,266,Golden State Water Company,CA,284500.0,transmission_plant
219936,2011,266,Golden State Water Company,CA,3276800.0,distribution_plant
219974,2011,266,Golden State Water Company,CA,652100.0,transmission_plant
219982,2012,266,Golden State Water Company,CA,2887600.0,distribution_plant
220020,2012,266,Golden State Water Company,CA,1482200.0,transmission_plant
220028,2013,266,Golden State Water Company,CA,1575500.0,distribution_plant
220066,2013,266,Golden State Water Company,CA,480200.0,transmission_plant
220074,2014,266,Golden State Water Company,CA,1653800.0,distribution_plant
220112,2014,266,Golden State Water Company,CA,126100.0,transmission_plant
220120,2015,266,Golden State Water Company,CA,4807600.0,distribution_plant
220158,2015,266,Golden State Water Company,CA,1483700.0,transmission_plant
220166,2016,266,Golden State Water Company,CA,5056900.0,distribution_plant
220212,2017,266,Golden State Water Company,CA,5430900.0,distribution_plant
220258,2018,266,Golden State Water Company,CA,5725300.0,distribution_plant
220296,2018,266,Golden State Water Company,CA,452200.0,transmission_plant
220304,2019,266,Golden State Water Company,CA,1622400.0,distribution_plant
220342,2019,266,Golden State Water Company,CA,225200.0,transmission_plant
220350,2020,266,Golden State Water Company,CA,584500.0,distribution_plant
227737,1994,274,New England Power Company,MA,754330.0,distribution_plant
227795,1994,274,New England Power Company,MA,33461741.0,transmission_plant
227810,1995,274,New England Power Company,MA,119339.0,distribution_plant
227869,1995,274,New England Power Company,MA,20601505.0,transmission_plant
227884,1996,274,New England Power Company,MA,155655.0,distribution_plant
227941,1996,274,New England Power Company,MA,22881908.0,transmission_plant
227956,1998,274,New England Power Company,MA,332663.0,distribution_plant
228009,1998,274,New England Power Company,MA,40945105.0,transmission_plant
228024,1999,274,New England Power Company,MA,253122.0,distribution_plant
228087,1999,274,New England Power Company,MA,50767600.0,transmission_plant
228102,2000,274,New England Power Company,MA,918103.0,distribution_plant
228165,2000,274,New England Power Company,MA,31833407.0,transmission_plant
228180,2001,274,New England Power Company,MA,406803.0,distribution_plant
228243,2001,274,New England Power Company,MA,65516009.0,transmission_plant
228258,2002,274,New England Power Company,MA,2367185.0,distribution_plant
228321,2002,274,New England Power Company,MA,23991976.0,transmission_plant
228343,2003,274,New England Power Company,MA,57663.0,distribution_plant
228405,2003,274,New England Power Company,MA,42406081.0,transmission_plant
228418,2004,274,New England Power Company,MA,67166.0,distribution_plant
228455,2004,274,New England Power Company,MA,40197088.0,transmission_plant
228466,2005,274,New England Power Company,MA,10249.0,distribution_plant
228503,2005,274,New England Power Company,MA,55302041.0,transmission_plant
228514,2006,274,New England Power Company,MA,25108.0,distribution_plant
228551,2006,274,New England Power Company,MA,108642257.0,transmission_plant
228562,2007,274,New England Power Company,MA,91598.0,distribution_plant
228599,2007,274,New England Power Company,MA,145551971.0,transmission_plant
228608,2008,274,New England Power Company,MA,78209.0,distribution_plant
228641,2008,274,New England Power Company,MA,64974859.0,transmission_plant
228681,2009,274,New England Power Company,MA,172120526.0,transmission_plant
228689,2010,274,New England Power Company,MA,237122.0,distribution_plant
228721,2010,274,New England Power Company,MA,113851898.0,transmission_plant
228729,2011,274,New England Power Company,MA,107763.0,distribution_plant
228760,2011,274,New England Power Company,MA,113719158.0,transmission_plant
228768,2012,274,New England Power Company,MA,869208.0,distribution_plant
228799,2012,274,New England Power Company,MA,118757910.0,transmission_plant
228838,2013,274,New England Power Company,MA,165060713.0,transmission_plant
228846,2014,274,New England Power Company,MA,-869209.0,distribution_plant
228876,2014,274,New England Power Company,MA,263633313.0,transmission_plant
228883,2015,274,New England Power Company,MA,7940079.0,distribution_plant
228912,2015,274,New England Power Company,MA,187218340.0,transmission_plant
228920,2016,274,New England Power Company,MA,-7346410.0,distribution_plant
228950,2016,274,New England Power Company,MA,255628603.0,transmission_plant
228987,2017,274,New England Power Company,MA,177146792.0,transmission_plant
229025,2018,274,New England Power Company,MA,98391799.0,transmission_plant
229065,2019,274,New England Power Company,MA,225139088.0,transmission_plant
229105,2020,274,New England Power Company,MA,139966816.0,transmission_plant
229197,2021,274,New England Power Company,MA,103675952.0,transmission_plant
254293,2002,293,Oncor Electric Delivery Company LLC,TX,322298551.0,distribution_plant
254352,2002,293,Oncor Electric Delivery Company LLC,TX,222017050.0,transmission_plant
254374,2003,293,Oncor Electric Delivery Company LLC,TX,309322933.0,distribution_plant
254433,2003,293,Oncor Electric Delivery Company LLC,TX,177963232.0,transmission_plant
254443,2004,293,Oncor Electric Delivery Company LLC,TX,322093087.0,distribution_plant
254475,2004,293,Oncor Electric Delivery Company LLC,TX,228310201.0,transmission_plant
254482,2005,293,Oncor Electric Delivery Company LLC,TX,478351119.0,distribution_plant
254514,2005,293,Oncor Electric Delivery Company LLC,TX,276087198.0,transmission_plant
254521,2006,293,Oncor Electric Delivery Company LLC,TX,480906271.0,distribution_plant
254553,2006,293,Oncor Electric Delivery Company LLC,TX,345774433.0,transmission_plant
254560,2007,293,Oncor Electric Delivery Company LLC,TX,434517837.0,distribution_plant
254592,2007,293,Oncor Electric Delivery Company LLC,TX,263935791.0,transmission_plant
254599,2008,293,Oncor Electric Delivery Company LLC,TX,470481842.0,distribution_plant
254631,2008,293,Oncor Electric Delivery Company LLC,TX,261835349.0,transmission_plant
254638,2009,293,Oncor Electric Delivery Company LLC,TX,447966377.0,distribution_plant
254670,2009,293,Oncor Electric Delivery Company LLC,TX,313462809.0,transmission_plant
254677,2010,293,Oncor Electric Delivery Company LLC,TX,457568000.0,distribution_plant
254709,2010,293,Oncor Electric Delivery Company LLC,TX,492057375.0,transmission_plant
254716,2011,293,Oncor Electric Delivery Company LLC,TX,483275273.0,distribution_plant
254747,2011,293,Oncor Electric Delivery Company LLC,TX,562116442.0,transmission_plant
254754,2012,293,Oncor Electric Delivery Company LLC,TX,510251750.0,distribution_plant
254785,2012,293,Oncor Electric Delivery Company LLC,TX,582324465.0,transmission_plant
254792,2013,293,Oncor Electric Delivery Company LLC,TX,394461619.0,distribution_plant
254823,2013,293,Oncor Electric Delivery Company LLC,TX,663087857.0,transmission_plant
254830,2014,293,Oncor Electric Delivery Company LLC,TX,436384298.0,distribution_plant
254862,2014,293,Oncor Electric Delivery Company LLC,TX,749085910.0,transmission_plant
254869,2015,293,Oncor Electric Delivery Company LLC,TX,537276989.0,distribution_plant
254901,2015,293,Oncor Electric Delivery Company LLC,TX,379199616.0,transmission_plant
254908,2016,293,Oncor Electric Delivery Company LLC,TX,621144405.0,distribution_plant
254940,2016,293,Oncor Electric Delivery Company LLC,TX,580164070.0,transmission_plant
254947,2017,293,Oncor Electric Delivery Company LLC,TX,705888799.0,distribution_plant
254979,2017,293,Oncor Electric Delivery Company LLC,TX,610460144.0,transmission_plant
254986,2018,293,Oncor Electric Delivery Company LLC,TX,820767523.0,distribution_plant
255018,2018,293,Oncor Electric Delivery Company LLC,TX,762052067.0,transmission_plant
255025,2019,293,Oncor Electric Delivery Company LLC,TX,939088712.0,distribution_plant
255057,2019,293,Oncor Electric Delivery Company LLC,TX,848828181.0,transmission_plant
255064,2020,293,Oncor Electric Delivery Company LLC,TX,1120656410.0,distribution_plant
255096,2020,293,Oncor Electric Delivery Company LLC,TX,1091801291.0,transmission_plant
255119,2021,293,Oncor Electric Delivery Company LLC,TX,1215836082.0,distribution_plant
255189,2021,293,Oncor Electric Delivery Company LLC,TX,1002241693.0,transmission_plant
261480,1994,297,Mississippi Power Company,MA,21552226.0,distribution_plant
261560,1994,297,Mississippi Power Company,MA,15148451.0,transmission_plant
261578,1995,297,Mississippi Power Company,MA,26055223.0,distribution_plant
261678,1995,297,Mississippi Power Company,MA,18707688.0,transmission_plant
261696,1996,297,Mississippi Power Company,MA,26567715.0,distribution_plant
261798,1996,297,Mississippi Power Company,MA,22801927.0,transmission_plant
261820,1997,297,Mississippi Power Company,MA,20956518.0,distribution_plant
261948,1997,297,Mississippi Power Company,MA,6121568.0,transmission_plant
261974,1998,297,Mississippi Power Company,MA,16630233.0,distribution_plant
262054,1998,297,Mississippi Power Company,MA,10908946.0,transmission_plant
262076,1999,297,Mississippi Power Company,MA,29078298.0,distribution_plant
262198,1999,297,Mississippi Power Company,MA,8197599.0,transmission_plant
262228,2000,297,Mississippi Power Company,MA,54166470.0,distribution_plant
262350,2000,297,Mississippi Power Company,MA,10814796.0,transmission_plant
262380,2001,297,Mississippi Power Company,MA,40037188.0,distribution_plant
262504,2001,297,Mississippi Power Company,MA,21831738.0,transmission_plant
262534,2002,297,Mississippi Power Company,MA,28937396.0,distribution_plant
262658,2002,297,Mississippi Power Company,MA,12159689.0,transmission_plant
262702,2003,297,Mississippi Power Company,MA,31413946.0,distribution_plant
262826,2003,297,Mississippi Power Company,MA,17896220.0,transmission_plant
262854,2004,297,Mississippi Power Company,MA,29424758.0,distribution_plant
262940,2004,297,Mississippi Power Company,MA,8120541.0,transmission_plant
262968,2005,297,Mississippi Power Company,MA,35852200.0,distribution_plant
263054,2005,297,Mississippi Power Company,MA,8384490.0,transmission_plant
263084,2006,297,Mississippi Power Company,MA,121583666.0,distribution_plant
263170,2006,297,Mississippi Power Company,MA,32123346.0,transmission_plant
263200,2007,297,Mississippi Power Company,MA,49781119.0,distribution_plant
263286,2007,297,Mississippi Power Company,MA,6128457.0,transmission_plant
263316,2008,297,Mississippi Power Company,MA,37213555.0,distribution_plant
263402,2008,297,Mississippi Power Company,MA,19186066.0,transmission_plant
263432,2009,297,Mississippi Power Company,MA,38504109.0,distribution_plant
263518,2009,297,Mississippi Power Company,MA,13664072.0,transmission_plant
263548,2010,297,Mississippi Power Company,MA,27791451.0,distribution_plant
263634,2010,297,Mississippi Power Company,MA,17229541.0,transmission_plant
263664,2011,297,Mississippi Power Company,MA,30850008.0,distribution_plant
263750,2011,297,Mississippi Power Company,MA,34668563.0,transmission_plant
263780,2012,297,Mississippi Power Company,MA,28573586.0,distribution_plant
263868,2012,297,Mississippi Power Company,MA,68518440.0,transmission_plant
263898,2013,297,Mississippi Power Company,MA,34769521.0,distribution_plant
263986,2013,297,Mississippi Power Company,MA,73265424.0,transmission_plant
264016,2014,297,Mississippi Power Company,MA,35685247.0,distribution_plant
264106,2014,297,Mississippi Power Company,MA,32963791.0,transmission_plant
264136,2015,297,Mississippi Power Company,MA,48947894.0,distribution_plant
264226,2015,297,Mississippi Power Company,MA,22172934.0,transmission_plant
264256,2016,297,Mississippi Power Company,MA,35586908.0,distribution_plant
264346,2016,297,Mississippi Power Company,MA,27317211.0,transmission_plant
264376,2017,297,Mississippi Power Company,MA,40128799.0,distribution_plant
264464,2017,297,Mississippi Power Company,MA,28622211.0,transmission_plant
264494,2018,297,Mississippi Power Company,MA,40523450.0,distribution_plant
264582,2018,297,Mississippi Power Company,MA,35607472.0,transmission_plant
264610,2019,297,Mississippi Power Company,MA,74832788.0,distribution_plant
264696,2019,297,Mississippi Power Company,MA,41229981.0,transmission_plant
264722,2020,297,Mississippi Power Company,MA,83033081.0,distribution_plant
264808,2020,297,Mississippi Power Company,MA,48140178.0,transmission_plant
264854,2021,297,Mississippi Power Company,MA,84370210.0,distribution_plant
264994,2021,297,Mississippi Power Company,MA,48529878.0,transmission_plant
313817,1994,382,"entergy mississippi, llc",MA,72449787.0,distribution_plant
313940,1994,382,"entergy mississippi, llc",MA,15496855.0,transmission_plant
313970,1995,382,"entergy mississippi, llc",MA,47910374.0,distribution_plant
314099,1995,382,"entergy mississippi, llc",MA,17211603.0,transmission_plant
314138,1996,382,"entergy mississippi, llc",MA,45601486.0,distribution_plant
314330,1996,382,"entergy mississippi, llc",MA,23602954.0,transmission_plant
314375,1997,382,"entergy mississippi, llc",MA,33952804.0,distribution_plant
314567,1997,382,"entergy mississippi, llc",MA,24629351.0,transmission_plant
314603,1998,382,"entergy mississippi, llc",MA,29432363.0,distribution_plant
314711,1998,382,"entergy mississippi, llc",MA,7183671.0,transmission_plant
314744,1999,382,"entergy mississippi, llc",MA,41461332.0,distribution_plant
314927,1999,382,"entergy mississippi, llc",MA,6964639.0,transmission_plant
314972,2000,382,"entergy mississippi, llc",MA,71754699.0,distribution_plant
315155,2000,382,"entergy mississippi, llc",MA,25334866.0,transmission_plant
315200,2001,382,"entergy mississippi, llc",MA,51410866.0,distribution_plant
315386,2001,382,"entergy mississippi, llc",MA,12201404.0,transmission_plant
315431,2002,382,"entergy mississippi, llc",MA,76175934.0,distribution_plant
315617,2002,382,"entergy mississippi, llc",MA,36191961.0,transmission_plant
315683,2003,382,"entergy mississippi, llc",MA,69614950.0,distribution_plant
315866,2003,382,"entergy mississippi, llc",MA,57910218.0,transmission_plant
315902,2004,382,"entergy mississippi, llc",MA,91258970.0,distribution_plant
316013,2004,382,"entergy mississippi, llc",MA,40164878.0,transmission_plant
316046,2005,382,"entergy mississippi, llc",MA,81356041.0,distribution_plant
316157,2005,382,"entergy mississippi, llc",MA,33411146.0,transmission_plant
316196,2006,382,"entergy mississippi, llc",MA,93944437.0,distribution_plant
316331,2006,382,"entergy mississippi, llc",MA,20165360.0,transmission_plant
316370,2007,382,"entergy mississippi, llc",MA,92467904.0,distribution_plant
316505,2007,382,"entergy mississippi, llc",MA,38161690.0,transmission_plant
316544,2008,382,"entergy mississippi, llc",MA,66094379.0,distribution_plant
316676,2008,382,"entergy mississippi, llc",MA,24590213.0,transmission_plant
316721,2009,382,"entergy mississippi, llc",MA,93038849.0,distribution_plant
316856,2009,382,"entergy mississippi, llc",MA,11255430.0,transmission_plant
316901,2010,382,"entergy mississippi, llc",MA,79376477.0,distribution_plant
317036,2010,382,"entergy mississippi, llc",MA,18062028.0,transmission_plant
317078,2011,382,"entergy mississippi, llc",MA,76479896.0,distribution_plant
317210,2011,382,"entergy mississippi, llc",MA,57753069.0,transmission_plant
317249,2012,382,"entergy mississippi, llc",MA,104929192.0,distribution_plant
317381,2012,382,"entergy mississippi, llc",MA,92507268.0,transmission_plant
317420,2013,382,"entergy mississippi, llc",MA,85912818.0,distribution_plant
317552,2013,382,"entergy mississippi, llc",MA,72445879.0,transmission_plant
317591,2014,382,"entergy mississippi, llc",MA,78896574.0,distribution_plant
317723,2014,382,"entergy mississippi, llc",MA,23681380.0,transmission_plant
