,report_year,utility_id_ferc1,utility_name_ferc1,dollar_value,expense_type
441495,2011.0,293,Oncor Electric Delivery Company LLC,11843256.0,injuries_and_damages
441540,2011.0,293,Oncor Electric Delivery Company LLC,493720547.0,transmission_expenses
441556,2012.0,293,Oncor Electric Delivery Company LLC,192500828.0,distribution_expenses
441561,2012.0,293,Oncor Electric Delivery Company LLC,10536111.0,injuries_and_damages
441607,2012.0,293,Oncor Electric Delivery Company LLC,558366693.0,transmission_expenses
441623,2013.0,293,Oncor Electric Delivery Company LLC,191838562.0,distribution_expenses
441628,2013.0,293,Oncor Electric Delivery Company LLC,11106575.0,injuries_and_damages
441674,2013.0,293,Oncor Electric Delivery Company LLC,648729549.0,transmission_expenses
441690,2014.0,293,Oncor Electric Delivery Company LLC,200557378.0,distribution_expenses
441695,2014.0,293,Oncor Electric Delivery Company LLC,11552706.0,injuries_and_damages
441740,2014.0,293,Oncor Electric Delivery Company LLC,815762653.0,transmission_expenses
441756,2015.0,293,Oncor Electric Delivery Company LLC,236440419.0,distribution_expenses
441761,2015.0,293,Oncor Electric Delivery Company LLC,12079171.0,injuries_and_damages
441805,2015.0,293,Oncor Electric Delivery Company LLC,864378495.0,transmission_expenses
441821,2016.0,293,Oncor Electric Delivery Company LLC,250555164.0,distribution_expenses
441826,2016.0,293,Oncor Electric Delivery Company LLC,13898795.0,injuries_and_damages
441872,2016.0,293,Oncor Electric Delivery Company LLC,963300891.0,transmission_expenses
441887,2017.0,293,Oncor Electric Delivery Company LLC,252410867.0,distribution_expenses
441892,2017.0,293,Oncor Electric Delivery Company LLC,14097686.0,injuries_and_damages
441939,2017.0,293,Oncor Electric Delivery Company LLC,997203162.0,transmission_expenses
441954,2018.0,293,Oncor Electric Delivery Company LLC,284905041.0,distribution_expenses
441959,2018.0,293,Oncor Electric Delivery Company LLC,21877797.0,injuries_and_damages
442004,2018.0,293,Oncor Electric Delivery Company LLC,1042469652.0,transmission_expenses
442019,2019.0,293,Oncor Electric Delivery Company LLC,293505125.0,distribution_expenses
442024,2019.0,293,Oncor Electric Delivery Company LLC,22248175.0,injuries_and_damages
442069,2019.0,293,Oncor Electric Delivery Company LLC,1146714582.0,transmission_expenses
442084,2020.0,293,Oncor Electric Delivery Company LLC,302722272.0,distribution_expenses
442089,2020.0,293,Oncor Electric Delivery Company LLC,19596445.0,injuries_and_damages
442133,2020.0,293,Oncor Electric Delivery Company LLC,1160347682.0,transmission_expenses
442156,2021.0,293,Oncor Electric Delivery Company LLC,317347609.0,distribution_expenses
442174,2021.0,293,Oncor Electric Delivery Company LLC,24016895.0,injuries_and_damages
442301,2021.0,293,Oncor Electric Delivery Company LLC,1229857165.0,transmission_expenses
453149,1994.0,297,Mississippi Power Company,19824841.0,distribution_expenses
453169,1994.0,297,Mississippi Power Company,1121064.0,injuries_and_damages
453311,1994.0,297,Mississippi Power Company,6005445.0,transmission_expenses
453345,1995.0,297,Mississippi Power Company,19285915.0,distribution_expenses
453365,1995.0,297,Mississippi Power Company,1744882.0,injuries_and_damages
453511,1995.0,297,Mississippi Power Company,6486086.0,transmission_expenses
453545,1996.0,297,Mississippi Power Company,23103593.0,distribution_expenses
453573,1996.0,297,Mississippi Power Company,1396101.0,injuries_and_damages
453729,1996.0,297,Mississippi Power Company,8559542.0,transmission_expenses
453769,1997.0,297,Mississippi Power Company,24653948.0,distribution_expenses
453803,1997.0,297,Mississippi Power Company,1400350.0,injuries_and_damages
454001,1997.0,297,Mississippi Power Company,7153751.0,transmission_expenses
454041,1998.0,297,Mississippi Power Company,29135009.0,distribution_expenses
454061,1998.0,297,Mississippi Power Company,1179088.0,injuries_and_damages
454203,1998.0,297,Mississippi Power Company,9085153.0,transmission_expenses
454239,1999.0,297,Mississippi Power Company,33671460.0,distribution_expenses
454269,1999.0,297,Mississippi Power Company,1394538.0,injuries_and_damages
454459,1999.0,297,Mississippi Power Company,9692767.0,transmission_expenses
454501,2000.0,297,Mississippi Power Company,33326623.0,distribution_expenses
454531,2000.0,297,Mississippi Power Company,1325702.0,injuries_and_damages
454721,2000.0,297,Mississippi Power Company,9507967.0,transmission_expenses
454763,2001.0,297,Mississippi Power Company,24255591.0,distribution_expenses
454793,2001.0,297,Mississippi Power Company,2215114.0,injuries_and_damages
454983,2001.0,297,Mississippi Power Company,6981904.0,transmission_expenses
455025,2002.0,297,Mississippi Power Company,30751150.0,distribution_expenses
455055,2002.0,297,Mississippi Power Company,1783562.0,injuries_and_damages
455245,2002.0,297,Mississippi Power Company,8715255.0,transmission_expenses
455287,2003.0,297,Mississippi Power Company,30785652.0,distribution_expenses
455317,2003.0,297,Mississippi Power Company,1628603.0,injuries_and_damages
455507,2003.0,297,Mississippi Power Company,9817823.0,transmission_expenses
455545,2004.0,297,Mississippi Power Company,34464488.0,distribution_expenses
455565,2004.0,297,Mississippi Power Company,2799471.0,injuries_and_damages
455705,2004.0,297,Mississippi Power Company,9275164.0,transmission_expenses
455739,2005.0,297,Mississippi Power Company,31592766.0,distribution_expenses
455759,2005.0,297,Mississippi Power Company,2839900.0,injuries_and_damages
455899,2005.0,297,Mississippi Power Company,10419961.0,transmission_expenses
455937,2006.0,297,Mississippi Power Company,30342139.0,distribution_expenses
455959,2006.0,297,Mississippi Power Company,3120090.0,injuries_and_damages
456115,2006.0,297,Mississippi Power Company,7375588.0,transmission_expenses
456151,2007.0,297,Mississippi Power Company,30023123.0,distribution_expenses
456173,2007.0,297,Mississippi Power Company,2420444.0,injuries_and_damages
456327,2007.0,297,Mississippi Power Company,7827783.0,transmission_expenses
456365,2008.0,297,Mississippi Power Company,34728906.0,distribution_expenses
456387,2008.0,297,Mississippi Power Company,2073852.0,injuries_and_damages
456541,2008.0,297,Mississippi Power Company,10038597.0,transmission_expenses
456579,2009.0,297,Mississippi Power Company,28753476.0,distribution_expenses
456603,2009.0,297,Mississippi Power Company,1900076.0,injuries_and_damages
456757,2009.0,297,Mississippi Power Company,9258123.0,transmission_expenses
456795,2010.0,297,Mississippi Power Company,32473986.0,distribution_expenses
456819,2010.0,297,Mississippi Power Company,2287945.0,injuries_and_damages
456973,2010.0,297,Mississippi Power Company,10941258.0,transmission_expenses
457011,2011.0,297,Mississippi Power Company,33365823.0,distribution_expenses
457035,2011.0,297,Mississippi Power Company,2914296.0,injuries_and_damages
457189,2011.0,297,Mississippi Power Company,11130021.0,transmission_expenses
457227,2012.0,297,Mississippi Power Company,32921328.0,distribution_expenses
457251,2012.0,297,Mississippi Power Company,1483784.0,injuries_and_damages
457405,2012.0,297,Mississippi Power Company,10194064.0,transmission_expenses
457443,2013.0,297,Mississippi Power Company,34357511.0,distribution_expenses
457467,2013.0,297,Mississippi Power Company,2473688.0,injuries_and_damages
457623,2013.0,297,Mississippi Power Company,14835045.0,transmission_expenses
457661,2014.0,297,Mississippi Power Company,36912334.0,distribution_expenses
457683,2014.0,297,Mississippi Power Company,2801326.0,injuries_and_damages
457839,2014.0,297,Mississippi Power Company,13196951.0,transmission_expenses
457877,2015.0,297,Mississippi Power Company,32805478.0,distribution_expenses
457899,2015.0,297,Mississippi Power Company,3245223.0,injuries_and_damages
458055,2015.0,297,Mississippi Power Company,11704628.0,transmission_expenses
458093,2016.0,297,Mississippi Power Company,36118127.0,distribution_expenses
458115,2016.0,297,Mississippi Power Company,4662669.0,injuries_and_damages
458269,2016.0,297,Mississippi Power Company,15572980.0,transmission_expenses
458307,2017.0,297,Mississippi Power Company,31566384.0,distribution_expenses
458329,2017.0,297,Mississippi Power Company,3449877.0,injuries_and_damages
458481,2017.0,297,Mississippi Power Company,11012546.0,transmission_expenses
458517,2018.0,297,Mississippi Power Company,37728271.0,distribution_expenses
458539,2018.0,297,Mississippi Power Company,3086798.0,injuries_and_damages
458695,2018.0,297,Mississippi Power Company,15206326.0,transmission_expenses
458733,2019.0,297,Mississippi Power Company,43325803.0,distribution_expenses
458755,2019.0,297,Mississippi Power Company,2452235.0,injuries_and_damages
458911,2019.0,297,Mississippi Power Company,15998449.0,transmission_expenses
458949,2020.0,297,Mississippi Power Company,43528922.0,distribution_expenses
458971,2020.0,297,Mississippi Power Company,3218557.0,injuries_and_damages
459127,2020.0,297,Mississippi Power Company,13742814.0,transmission_expenses
459173,2021.0,297,Mississippi Power Company,49929092.0,distribution_expenses
459209,2021.0,297,Mississippi Power Company,4264065.0,injuries_and_damages
459463,2021.0,297,Mississippi Power Company,15208698.0,transmission_expenses
488816,1994.0,311,Safe Harbor Water Power Corporation,46814.0,injuries_and_damages
488837,1994.0,311,Safe Harbor Water Power Corporation,32306.0,transmission_expenses
488849,1995.0,311,Safe Harbor Water Power Corporation,35617.0,injuries_and_damages
488869,1995.0,311,Safe Harbor Water Power Corporation,25494.0,transmission_expenses
488880,1996.0,311,Safe Harbor Water Power Corporation,27201.0,injuries_and_damages
488901,1996.0,311,Safe Harbor Water Power Corporation,29608.0,transmission_expenses
488912,1997.0,311,Safe Harbor Water Power Corporation,25991.0,injuries_and_damages
488933,1997.0,311,Safe Harbor Water Power Corporation,66395.0,transmission_expenses
488944,1998.0,311,Safe Harbor Water Power Corporation,10539.0,injuries_and_damages
488965,1998.0,311,Safe Harbor Water Power Corporation,300437.0,transmission_expenses
488993,1999.0,311,Safe Harbor Water Power Corporation,17060.0,injuries_and_damages
489082,1999.0,311,Safe Harbor Water Power Corporation,54682.0,transmission_expenses
489115,2000.0,311,Safe Harbor Water Power Corporation,21999.0,injuries_and_damages
489204,2000.0,311,Safe Harbor Water Power Corporation,277409.0,transmission_expenses
489237,2001.0,311,Safe Harbor Water Power Corporation,24192.0,injuries_and_damages
489326,2001.0,311,Safe Harbor Water Power Corporation,240180.0,transmission_expenses
489359,2002.0,311,Safe Harbor Water Power Corporation,39084.0,injuries_and_damages
489448,2002.0,311,Safe Harbor Water Power Corporation,202689.0,transmission_expenses
489481,2003.0,311,Safe Harbor Water Power Corporation,60744.0,injuries_and_damages
489570,2003.0,311,Safe Harbor Water Power Corporation,212751.0,transmission_expenses
489585,2004.0,311,Safe Harbor Water Power Corporation,71081.0,injuries_and_damages
489605,2004.0,311,Safe Harbor Water Power Corporation,23720.0,transmission_expenses
489615,2005.0,311,Safe Harbor Water Power Corporation,95806.0,injuries_and_damages
489635,2005.0,311,Safe Harbor Water Power Corporation,22832.0,transmission_expenses
489645,2006.0,311,Safe Harbor Water Power Corporation,65760.0,injuries_and_damages
489665,2006.0,311,Safe Harbor Water Power Corporation,40525.0,transmission_expenses
489675,2007.0,311,Safe Harbor Water Power Corporation,70841.0,injuries_and_damages
489695,2007.0,311,Safe Harbor Water Power Corporation,15685.0,transmission_expenses
489705,2008.0,311,Safe Harbor Water Power Corporation,100617.0,injuries_and_damages
489725,2008.0,311,Safe Harbor Water Power Corporation,97908.0,transmission_expenses
489735,2009.0,311,Safe Harbor Water Power Corporation,82642.0,injuries_and_damages
489755,2009.0,311,Safe Harbor Water Power Corporation,112475.0,transmission_expenses
489765,2010.0,311,Safe Harbor Water Power Corporation,79554.0,injuries_and_damages
489785,2010.0,311,Safe Harbor Water Power Corporation,55032.0,transmission_expenses
489795,2011.0,311,Safe Harbor Water Power Corporation,71539.0,injuries_and_damages
489815,2011.0,311,Safe Harbor Water Power Corporation,46556.0,transmission_expenses
489825,2012.0,311,Safe Harbor Water Power Corporation,75364.0,injuries_and_damages
489845,2012.0,311,Safe Harbor Water Power Corporation,37987.0,transmission_expenses
489855,2013.0,311,Safe Harbor Water Power Corporation,75729.0,injuries_and_damages
489874,2013.0,311,Safe Harbor Water Power Corporation,26493.0,transmission_expenses
